cases,deaths,year,state,population,abbreviation,cases_per_10k,deaths_per_10k
1355172,10961,2022,Washington,7512465,WA,1803.8979216542107,14.590417392959568
455201,5829,2022,West Virginia,1807426,WV,2518.5042153869645,32.250282999138
1531529,12548,2022,Wisconsin,5806975,WI,2637.395545873712,21.608496678563277
149126,1650,2022,Wyoming,581348,WY,2565.176107942231,28.38231145544493
1240496,17371,2022,Alabama,4893186,AL,2535.1499002899136,35.50038768197244
223573,1064,2022,Alaska,736990,AK,3033.5961139228484,14.437102267330628
1903412,26530,2022,Arizona,7174064,AZ,2653.185140249655,36.980433963231995
791730,9762,2022,Arkansas,3011873,AR,2628.6964955029644,32.411725195584275
8604465,81180,2022,California,39346023,CA,2186.8703223194884,20.632326677590772
1276189,11423,2022,Colorado,5684926,CO,2244.8647528569413,20.09348934357281
706140,10159,2022,Connecticut,3570549,CT,1977.6790627995863,28.452207209591577
250311,2563,2022,Delaware,967679,DE,2586.7152227133174,26.486055809829498
131543,1293,2022,District of Columbia,701974,DC,1873.9013125842268,18.419485621974605
5610464,66279,2022,Florida,21216924,FL,2644.3343059531153,31.238741299162875
2334292,32109,2022,Georgia,10516579,GA,2219.6305471579685,30.531791754714153
219059,1201,2022,Hawaii,1420074,HI,1542.5886256631695,8.457305746038587
389813,4480,2022,Idaho,1754367,ID,2221.9581193672702,25.53627604714407
2962497,35157,2022,Illinois,12716164,IL,2329.7096514326176,27.647488660888612
1650853,21712,2022,Indiana,6696893,IN,2465.1028469470843,32.421004785353446
724912,8657,2022,Iowa,3150011,IA,2301.2999002225706,27.482443712101325
744965,7743,2022,Kansas,2912619,KS,2557.7152384160095,26.58432153330044
1204104,13089,2022,Kentucky,4461952,KY,2698.6036604607134,29.334694770360596
1192375,15905,2022,Louisiana,4664616,LA,2556.212558547156,34.09712610855856
179915,1800,2022,Maine,1340825,ME,1341.8231312811145,13.424570693416367
962063,13655,2022,Maryland,6037624,MD,1593.4463623438623,22.616512720898154
1630462,22379,2022,Massachusetts,6873003,MA,2372.2701706954003,32.560730731530306
2289269,32835,2022,Michigan,9973907,MI,2295.258016743088,32.920900505689495
1359208,11749,2022,Minnesota,5600166,MN,2427.085197117371,20.979735243562423
751862,11250,2022,Mississippi,2981835,MS,2521.4741929047045,37.72844573894934
1367755,17851,2022,Missouri,6124160,MO,2233.3756792768313,29.14848730274846
250718,3035,2022,Montana,1061705,MT,2361.465755553567,28.586095007558598
445793,3755,2022,Nebraska,1923826,NE,2317.2209960776077,19.518397193925022
665211,9144,2022,Nevada,3030281,NV,2195.2122591931243,30.175419375298855
281300,2246,2022,New Hampshire,1355244,NH,2075.640991585279,16.572661454321143
2126230,31868,2022,New Jersey,8885418,NJ,2392.9431344704326,35.86550458290201
489701,6536,2022,New Mexico,2097021,NM,2335.2222033065,31.168023591561553
4822350,64965,2022,New York,19514849,NY,2471.118275114504,33.290034680770525
2470404,21107,2022,North Carolina,10386227,NC,2378.5384240109524,20.32210541903234
229271,2174,2022,North Dakota,760394,ND,3015.1605614983814,28.5904412712357
2605245,34217,2022,Ohio,11675275,OH,2231.4206731747217,29.3072325919518
992932,12193,2022,Oklahoma,3949342,OK,2514.1707150203756,30.873497407922635
654343,6214,2022,Oregon,4176346,OR,1566.7834992598791,14.879035405591393
2688808,41359,2022,Pennsylvania,12794885,PA,2101.4710175198916,32.3246359775801
347901,3354,2022,Rhode Island,1057798,RI,3288.917165659228,31.707377022834226
1406933,15791,2022,South Carolina,5091517,SC,2763.2884266123438,31.014332270716174
230240,2687,2022,South Dakota,879336,SD,2618.3392923751558,30.557147665966138
1858817,22688,2022,Tennessee,6772268,TN,2744.7481405047765,33.501332197721645
6331037,80685,2022,Texas,28635442,TX,2210.9094736515676,28.17662112566658
898432,4173,2022,Utah,3151239,UT,2851.04366885533,13.242410366208338
106690,553,2022,Vermont,624340,VT,1708.8445398340648,8.857353365153601
1572022,16703,2022,Virginia,8509358,VA,1847.4037641852653,19.628977885288172
1365001,11068,2022,Washington,7512465,WA,1816.9815100636079,14.732847341052503
458112,5846,2022,West Virginia,1807426,WV,2534.609992331636,32.34433940863969
1535483,12600,2022,Wisconsin,5806975,WI,2644.2045987799156,21.698044162408138
149842,1650,2022,Wyoming,581348,WY,2577.4923109738056,28.38231145544493
1242420,17371,2022,Alabama,4893186,AL,2539.081898787416,35.50038768197244
223573,1064,2022,Alaska,736990,AK,3033.5961139228484,14.437102267330628
1911655,26628,2022,Arizona,7174064,AZ,2664.675140896429,37.11703714937586
793361,9793,2022,Arkansas,3011873,AR,2634.1117304746913,32.51465118217136
8614417,81267,2022,California,39346023,CA,2189.3996757944255,20.654438188073037
1276189,11423,2022,Colorado,5684926,CO,2244.8647528569413,20.09348934357281
706140,10159,2022,Connecticut,3570549,CT,1977.6790627995863,28.452207209591577
250756,2576,2022,Delaware,967679,DE,2591.313855111044,26.620397879875455
131543,1293,2022,District of Columbia,701974,DC,1873.9013125842268,18.419485621974605
5629602,66279,2022,Florida,21216924,FL,2653.354463634785,31.238741299162875
2334292,32109,2022,Georgia,10516579,GA,2219.6305471579685,30.531791754714153
220275,1219,2022,Hawaii,1420074,HI,1551.1515597074517,8.584059703930922
391151,4481,2022,Idaho,1754367,ID,2229.5848018117076,25.541976108761737
2962497,35157,2022,Illinois,12716164,IL,2329.7096514326176,27.647488660888612
1650853,21712,2022,Indiana,6696893,IN,2465.1028469470843,32.421004785353446
729700,8657,2022,Iowa,3150011,IA,2316.499847143391,27.482443712101325
744965,7743,2022,Kansas,2912619,KS,2557.7152384160095,26.58432153330044
1204762,13090,2022,Kentucky,4461952,KY,2700.078351358329,29.336935941937522
1192375,15905,2022,Louisiana,4664616,LA,2556.212558547156,34.09712610855856
181010,1804,2022,Maine,1340825,ME,1349.989745119609,13.45440307273507
963691,13691,2022,Maryland,6037624,MD,1596.1427872951347,22.676138825471742
1630462,22379,2022,Massachusetts,6873003,MA,2372.2701706954003,32.560730731530306
2289269,32835,2022,Michigan,9973907,MI,2295.258016743088,32.920900505689495
1359208,11749,2022,Minnesota,5600166,MN,2427.085197117371,20.979735243562423
751862,11250,2022,Mississippi,2981835,MS,2521.4741929047045,37.72844573894934
1370297,17859,2022,Missouri,6124160,MO,2237.526452607378,29.16155031873759
250718,3035,2022,Montana,1061705,MT,2361.465755553567,28.586095007558598
445793,3755,2022,Nebraska,1923826,NE,2317.2209960776077,19.518397193925022
665211,9144,2022,Nevada,3030281,NV,2195.2122591931243,30.175419375298855
281300,2246,2022,New Hampshire,1355244,NH,2075.640991585279,16.572661454321143
2129191,31948,2022,New Jersey,8885418,NJ,2396.2755606995643,35.95553973937973
489701,6536,2022,New Mexico,2097021,NM,2335.2222033065,31.168023591561553
4827018,65013,2022,New York,19514849,NY,2473.51029977224,33.31463133534879
2470404,21107,2022,North Carolina,10386227,NC,2378.5384240109524,20.32210541903234
230163,2177,2022,North Dakota,760394,ND,3026.8913221303696,28.629894502060775
2608055,34217,2022,Ohio,11675275,OH,2233.827468732,29.3072325919518
995546,12193,2022,Oklahoma,3949342,OK,2520.789539118162,30.873497407922635
654343,6214,2022,Oregon,4176346,OR,1566.7834992598791,14.879035405591393
2697242,41524,2022,Pennsylvania,12794885,PA,2108.062714123652,32.453593760319066
347901,3354,2022,Rhode Island,1057798,RI,3288.917165659228,31.707377022834226
1406933,15791,2022,South Carolina,5091517,SC,2763.2884266123438,31.014332270716174
230240,2687,2022,South Dakota,879336,SD,2618.3392923751558,30.557147665966138
1880559,22762,2022,Tennessee,6772268,TN,2776.8525994541264,33.61060135245681
6351228,80872,2022,Texas,28635442,TX,2217.9605259803566,28.241924814710384
898432,4173,2022,Utah,3151239,UT,2851.04366885533,13.242410366208338
106690,553,2022,Vermont,624340,VT,1708.8445398340648,8.857353365153601
1572022,16703,2022,Virginia,8509358,VA,1847.4037641852653,19.628977885288172
1365175,11068,2022,Washington,7512465,WA,1817.2131251193848,14.732847341052503
461846,5846,2022,West Virginia,1807426,WV,2555.2692060421837,32.34433940863969
1535483,12600,2022,Wisconsin,5806975,WI,2644.2045987799156,21.698044162408138
149842,1650,2022,Wyoming,581348,WY,2577.4923109738056,28.38231145544493
1242420,17371,2022,Alabama,4893186,AL,2539.081898787416,35.50038768197244
223573,1064,2022,Alaska,736990,AK,3033.5961139228484,14.437102267330628
1918034,26639,2022,Arizona,7174064,AZ,2673.5668931863443,37.13237016006548
794342,9831,2022,Arkansas,3011873,AR,2637.368839921205,32.64081852056843
8621360,81334,2022,California,39346023,CA,2191.1642759930273,20.67146659269731
1276837,11427,2022,Colorado,5684926,CO,2246.004609382778,20.100525494966863
706140,10159,2022,Connecticut,3570549,CT,1977.6790627995863,28.452207209591577
251192,2576,2022,Delaware,967679,DE,2595.8194814602775,26.620397879875455
131543,1293,2022,District of Columbia,701974,DC,1873.9013125842268,18.419485621974605
5629602,66279,2022,Florida,21216924,FL,2653.354463634785,31.238741299162875
2334292,32109,2022,Georgia,10516579,GA,2219.6305471579685,30.531791754714153
221173,1223,2022,Hawaii,1420074,HI,1557.4751738289694,8.61222725012922
391151,4481,2022,Idaho,1754367,ID,2229.5848018117076,25.541976108761737
2962497,35157,2022,Illinois,12716164,IL,2329.7096514326176,27.647488660888612
1650853,21712,2022,Indiana,6696893,IN,2465.1028469470843,32.421004785353446
729700,8657,2022,Iowa,3150011,IA,2316.499847143391,27.482443712101325
744965,7743,2022,Kansas,2912619,KS,2557.7152384160095,26.58432153330044
1205118,13091,2022,Kentucky,4461952,KY,2700.876208439714,29.33917711351444
1192375,15905,2022,Louisiana,4664616,LA,2556.212558547156,34.09712610855856
181010,1804,2022,Maine,1340825,ME,1349.989745119609,13.45440307273507
964815,13724,2022,Maryland,6037624,MD,1598.0044467823768,22.730796087997533
1630462,22379,2022,Massachusetts,6873003,MA,2372.2701706954003,32.560730731530306
2289269,32835,2022,Michigan,9973907,MI,2295.258016743088,32.920900505689495
1359208,11749,2022,Minnesota,5600166,MN,2427.085197117371,20.979735243562423
751862,11250,2022,Mississippi,2981835,MS,2521.4741929047045,37.72844573894934
1371988,17869,2022,Missouri,6124160,MO,2240.2876476120805,29.177879088724005
250718,3035,2022,Montana,1061705,MT,2361.465755553567,28.586095007558598
445793,3755,2022,Nebraska,1923826,NE,2317.2209960776077,19.518397193925022
665211,9144,2022,Nevada,3030281,NV,2195.2122591931243,30.175419375298855
281300,2246,2022,New Hampshire,1355244,NH,2075.640991585279,16.572661454321143
2131015,31966,2022,New Jersey,8885418,NJ,2398.328362267256,35.97579764958722
489701,6537,2022,New Mexico,2097021,NM,2335.2222033065,31.172792261021705
4835502,65148,2022,New York,19514849,NY,2477.8577584689483,33.38380942635016
2470404,21107,2022,North Carolina,10386227,NC,2378.5384240109524,20.32210541903234
230166,2177,2022,North Dakota,760394,ND,3026.9307753611947,28.629894502060775
2610125,34217,2022,Ohio,11675275,OH,2235.6004462421656,29.3072325919518
995546,12193,2022,Oklahoma,3949342,OK,2520.789539118162,30.873497407922635
654343,6214,2022,Oregon,4176346,OR,1566.7834992598791,14.879035405591393
2700036,41538,2022,Pennsylvania,12794885,PA,2110.2463992446983,32.46453563279389
347901,3354,2022,Rhode Island,1057798,RI,3288.917165659228,31.707377022834226
1406933,15791,2022,South Carolina,5091517,SC,2763.2884266123438,31.014332270716174
230240,2687,2022,South Dakota,879336,SD,2618.3392923751558,30.557147665966138
1880559,22762,2022,Tennessee,6772268,TN,2776.8525994541264,33.61060135245681
6369286,80909,2022,Texas,28635442,TX,2224.2666971929402,28.25484586548376
898432,4173,2022,Utah,3151239,UT,2851.04366885533,13.242410366208338
106690,553,2022,Vermont,624340,VT,1708.8445398340648,8.857353365153601
1572022,16703,2022,Virginia,8509358,VA,1847.4037641852653,19.628977885288172
1365183,11068,2022,Washington,7512465,WA,1817.2237740874666,14.732847341052503
463357,5846,2022,West Virginia,1807426,WV,2563.6291610278927,32.34433940863969
1535483,12600,2022,Wisconsin,5806975,WI,2644.2045987799156,21.698044162408138
149842,1650,2022,Wyoming,581348,WY,2577.4923109738056,28.38231145544493
1245876,17387,2022,Alabama,4893186,AL,2546.1447817434287,35.5330862141762
226616,1064,2022,Alaska,736990,AK,3074.8856836592086,14.437102267330628
1922450,26639,2022,Arizona,7174064,AZ,2679.7224000231945,37.13237016006548
795071,9867,2022,Arkansas,3011873,AR,2639.7892607025597,32.76034547273408
8658747,81524,2022,California,39346023,CA,2200.6663799286653,20.71975609834824
1283263,11624,2022,Colorado,5684926,CO,2257.3081865973277,20.447055951124078
708278,10159,2022,Connecticut,3570549,CT,1983.6669374933658,28.452207209591577
251467,2576,2022,Delaware,967679,DE,2598.661332942019,26.620397879875455
132170,1304,2022,District of Columbia,701974,DC,1882.8332673289895,18.576186582409036
5680958,66463,2022,Florida,21216924,FL,2677.559668875658,31.3254645206817
2345912,32247,2022,Georgia,10516579,GA,2230.6797676316605,30.66301313383373
221983,1223,2022,Hawaii,1420074,HI,1563.1791019341247,8.61222725012922
393151,4498,2022,Idaho,1754367,ID,2240.9849250470397,25.63887715626206
2976481,35373,2022,Illinois,12716164,IL,2340.7066785234915,27.817351207486784
1655907,21812,2022,Indiana,6696893,IN,2472.649630209113,32.57032776244148
729700,8657,2022,Iowa,3150011,IA,2316.499847143391,27.482443712101325
748991,7752,2022,Kansas,2912619,KS,2571.537849612325,26.615221558329463
1212237,13176,2022,Kentucky,4461952,KY,2716.8311088958376,29.529676697552997
1199682,15953,2022,Louisiana,4664616,LA,2571.877299224631,34.20002846965323
181010,1804,2022,Maine,1340825,ME,1349.989745119609,13.45440307273507
965587,13745,2022,Maryland,6037624,MD,1599.2830954693436,22.765577982332125
1637528,22472,2022,Massachusetts,6873003,MA,2382.550975170533,32.69604276325792
2300369,32874,2022,Michigan,9973907,MI,2306.3870557445543,32.960002534613565
1365034,11784,2022,Minnesota,5600166,MN,2437.488460163502,21.04223339093877
768457,11285,2022,Mississippi,2981835,MS,2577.1278424191814,37.84582312569274
1375027,17883,2022,Missouri,6124160,MO,2245.249960810952,29.200739366704987
252611,3041,2022,Montana,1061705,MT,2379.295567036041,28.64260788072016
447455,3755,2022,Nebraska,1923826,NE,2325.8600310007246,19.518397193925022
668042,9186,2022,Nevada,3030281,NV,2204.5546271121393,30.314020382928184
284180,2260,2022,New Hampshire,1355244,NH,2096.89177742163,16.67596388547007
2132154,31987,2022,New Jersey,8885418,NJ,2399.610237807608,35.999431878162625
494368,6557,2022,New Mexico,2097021,NM,2357.477583677035,31.268165650224773
4839530,65217,2022,New York,19514849,NY,2479.921827732308,33.419167117306415
2494578,21259,2022,North Carolina,10386227,NC,2401.8134785615607,20.4684530773302
230868,2177,2022,North Dakota,760394,ND,3036.1628313742613,28.629894502060775
2612719,34217,2022,Ohio,11675275,OH,2237.822235450557,29.3072325919518
997783,12193,2022,Oklahoma,3949342,OK,2526.4537738185245,30.873497407922635
662250,6244,2022,Oregon,4176346,OR,1585.7163175656422,14.950868534359941
2707891,41585,2022,Pennsylvania,12794885,PA,2116.385571265392,32.5012690618165
349499,3363,2022,Rhode Island,1057798,RI,3304.024019708867,31.792459429872245
1421539,15929,2022,South Carolina,5091517,SC,2791.975358228206,31.285371334319418
230834,2691,2022,South Dakota,879336,SD,2625.0943894029133,30.602636534839924
1880559,22762,2022,Tennessee,6772268,TN,2776.8525994541264,33.61060135245681
6385413,80980,2022,Texas,28635442,TX,2229.898529242189,28.279640314265098
903940,4191,2022,Utah,3151239,UT,2868.522508130929,13.29953075599788
107478,553,2022,Vermont,624340,VT,1721.4658679565623,8.857353365153601
1584248,17107,2022,Virginia,8509358,VA,1861.7714755919308,20.103749307527078
1380697,11175,2022,Washington,7512465,WA,1837.874785439932,14.875277289145439
464630,5877,2022,West Virginia,1807426,WV,2570.672326280578,32.515854037731
1542757,12669,2022,Wisconsin,5806975,WI,2656.7309141162136,21.81686678520228
150722,1650,2022,Wyoming,581348,WY,2592.629543750043,28.38231145544493
1250383,17407,2022,Alabama,4893186,AL,2555.3555495335763,35.5739593794309
226616,1064,2022,Alaska,736990,AK,3074.8856836592086,14.437102267330628
1926240,26822,2022,Arizona,7174064,AZ,2685.005319160799,37.38745570153821
798036,9895,2022,Arkansas,3011873,AR,2649.6336332906467,32.853310879974025
8702299,81806,2022,California,39346023,CA,2211.735351245029,20.79142789094593
1286089,11646,2022,Colorado,5684926,CO,2262.2792275572274,20.48575478379138
709621,10158,2022,Connecticut,3570549,CT,1987.4282638328166,28.449406519837705
251669,2593,2022,Delaware,967679,DE,2600.7488020304254,26.79607597147401
132257,1304,2022,District of Columbia,701974,DC,1884.0726294706074,18.576186582409036
5700264,66465,2022,Florida,21216924,FL,2686.6590086291494,31.32640716439386
2350148,32363,2022,Georgia,10516579,GA,2234.707693442896,30.773315162658886
222504,1223,2022,Hawaii,1420074,HI,1566.8479248264528,8.61222725012922
395467,4499,2022,Idaho,1754367,ID,2254.186267753554,25.64457721787973
2982270,35476,2022,Illinois,12716164,IL,2345.2591520524584,27.8983504773924
1659054,21911,2022,Indiana,6696893,IN,2477.348824298074,32.71815750975863
733153,8657,2022,Iowa,3150011,IA,2327.461713625762,27.482443712101325
749114,7755,2022,Kansas,2912619,KS,2571.9601499543883,26.625521566672468
1218456,13213,2022,Kentucky,4461952,KY,2730.7689549327292,29.612600045899196
1202265,16016,2022,Louisiana,4664616,LA,2577.414732531038,34.33508781859
182401,1816,2022,Maine,1340825,ME,1360.3639550276882,13.543900210691179
966325,13787,2022,Maryland,6037624,MD,1600.5054306131021,22.83514177100131
1639656,22602,2022,Massachusetts,6873003,MA,2385.6471472513545,32.88518861405997
