cases,deaths,year,state,population,abbreviation,cases_per_10k,deaths_per_10k
1530803,20526,2022,Alabama,4893186,AL,3128.438199569769,41.948129500901864
298095,1350,2022,Alaska,736990,AK,4044.763158251808,18.31775193693266
2283073,31514,2022,Arizona,7174064,AZ,3182.398428561552,43.927681715691406
956857,12396,2022,Arkansas,3011873,AR,3176.9500241212027,41.15711386237069
11321488,96519,2022,California,39346023,CA,2877.41609869948,24.530814715377968
1673522,13583,2022,Colorado,5684926,CO,2943.788538320464,23.893011096362557
907476,11423,2022,Connecticut,3570549,CT,2541.558735085277,31.992279058486524
311698,3136,2022,Delaware,967679,DE,3221.0888114757063,32.40744089723969
169149,1392,2022,District of Columbia,701974,DC,2409.619159683977,19.82979426588449
7145833,82065,2022,Florida,21216924,FL,3367.9872728016558,38.67902811925046
2832383,38986,2022,Georgia,10516579,GA,2693.2550974989113,37.070990480839825
351768,1699,2022,Hawaii,1420074,HI,2477.110347770609,11.964165247726527
498876,5206,2022,Idaho,1754367,ID,2843.623939574787,29.67452078156965
3796917,39875,2022,Illinois,12716164,IL,2985.898105749501,31.357727062972764
1933102,24816,2022,Indiana,6696893,IN,2886.565456548283,37.05598999416595
861010,10153,2022,Iowa,3150011,IA,2733.355534314007,32.231633476835476
886124,9615,2022,Kansas,2912619,KS,3042.3615309795064,33.01152673933666
1606537,17191,2022,Kentucky,4461952,KY,3600.525061677042,38.52798057890359
1459866,18138,2022,Louisiana,4664616,LA,3129.6595475383183,38.88422969865044
294893,2629,2022,Maine,1340825,ME,2199.339958607574,19.607331307217574
1262107,15497,2022,Maryland,6037624,MD,2090.4034434737905,25.667381738246704
2069848,21841,2022,Massachusetts,6873003,MA,3011.5627768531454,31.777957902826465
2874009,39092,2022,Michigan,9973907,MI,2881.5277704113346,39.19426960768734
1676151,13738,2022,Minnesota,5600166,MN,2993.038063514546,24.53141567589246
930438,12945,2022,Mississippi,2981835,MS,3120.3537419072486,43.412864896951035
1678111,21791,2022,Missouri,6124160,MO,2740.1488530671963,35.582022677395756
313126,3566,2022,Montana,1061705,MT,2949.2749869313984,33.58748428235715
540345,4559,2022,Nebraska,1923826,NE,2808.699955193453,23.697569322797385
850204,11544,2022,Nevada,3030281,NV,2805.693597392453,38.09547695411745
354923,2725,2022,New Hampshire,1355244,NH,2618.886340762254,20.107080348630944
2775804,34851,2022,New Jersey,8885418,NJ,3123.999343643709,39.222690480065204
623531,8609,2022,New Mexico,2097021,NM,2973.413237158808,41.05347538245921
6188598,71589,2022,New York,19514849,NY,3171.2251527029493,36.68437301257109
3220858,26895,2022,North Carolina,10386227,NC,3101.0856974337266,25.89487019684819
271085,2434,2022,North Dakota,760394,ND,3565.0596927382385,32.0097212760753
3162278,40037,2022,Ohio,11675275,OH,2708.5254951168176,34.29212588140322
1205519,14924,2022,Oklahoma,3949342,OK,3052.4553204052722,37.78857338766812
905882,8645,2022,Oregon,4176346,OR,2169.0779451702515,20.699913273469203
3291589,47582,2022,Pennsylvania,12794885,PA,2572.581934108826,37.18829829263803
428874,3681,2022,Rhode Island,1057798,RI,4054.403581780264,34.798704478548835
1718600,18527,2022,South Carolina,5091517,SC,3375.4183674531578,36.38797631432832
263468,3049,2022,South Dakota,879336,SD,2996.215326109701,34.673890299043826
2293313,27735,2022,Tennessee,6772268,TN,3386.3293655832877,40.95378387269966
7906550,91182,2022,Texas,28635442,TX,2761.1063241140123,31.84235815183157
1041933,5034,2022,Utah,3151239,UT,3306.4232830324836,15.974669011141332
144346,734,2022,Vermont,624340,VT,2311.9774481852837,11.756414774001344
2107801,22077,2022,Virginia,8509358,VA,2477.038808333132,25.944377942495777
1830765,14525,2022,Washington,7512465,WA,2436.9697562650877,19.334532673363537
605322,7479,2022,West Virginia,1807426,WV,3349.0831713165576,41.37928745077253
1885525,15379,2022,Wisconsin,5806975,WI,3247.000374549572,26.483668347117042
178032,1906,2022,Wyoming,581348,WY,3062.399801839862,32.78587008125942
1531305,20533,2022,Alabama,4893186,AL,3129.4641160176625,41.96243510874101
298095,1350,2022,Alaska,736990,AK,4044.763158251808,18.31775193693266
2283073,31514,2022,Arizona,7174064,AZ,3182.398428561552,43.927681715691406
957218,12408,2022,Arkansas,3011873,AR,3178.148613835975,41.19695617975924
11337782,96697,2022,California,39346023,CA,2881.557305041986,24.5760543575141
1674460,13588,2022,Colorado,5684926,CO,2945.4385158223695,23.901806285605126
908015,11423,2022,Connecticut,3570549,CT,2543.068306862614,31.992279058486524
311850,3136,2022,Delaware,967679,DE,3222.659580294705,32.40744089723969
169149,1392,2022,District of Columbia,701974,DC,2409.619159683977,19.82979426588449
7145833,82065,2022,Florida,21216924,FL,3367.9872728016558,38.67902811925046
2832383,38986,2022,Georgia,10516579,GA,2693.2550974989113,37.070990480839825
351768,1699,2022,Hawaii,1420074,HI,2477.110347770609,11.964165247726527
498928,5206,2022,Idaho,1754367,ID,2843.9203427789057,29.67452078156965
3799931,39891,2022,Illinois,12716164,IL,2988.2683173950886,31.370309473831888
1933102,24816,2022,Indiana,6696893,IN,2886.565456548283,37.05598999416595
861010,10153,2022,Iowa,3150011,IA,2733.355534314007,32.231633476835476
886124,9615,2022,Kansas,2912619,KS,3042.3615309795064,33.01152673933666
1606537,17191,2022,Kentucky,4461952,KY,3600.525061677042,38.52798057890359
1459866,18138,2022,Louisiana,4664616,LA,3129.6595475383183,38.88422969865044
295242,2630,2022,Maine,1340825,ME,2201.9428337031304,19.614789402047247
1262864,15499,2022,Maryland,6037624,MD,2091.6572479505185,25.6706942996119
2078225,21923,2022,Massachusetts,6873003,MA,3023.751044485213,31.897265285640064
2874009,39092,2022,Michigan,9973907,MI,2881.5277704113346,39.19426960768734
1680916,13786,2022,Minnesota,5600166,MN,3001.546739864497,24.617127420865742
930438,12945,2022,Mississippi,2981835,MS,3120.3537419072486,43.412864896951035
1679141,21794,2022,Missouri,6124160,MO,2741.8307163757972,35.58692130839168
313126,3566,2022,Montana,1061705,MT,2949.2749869313984,33.58748428235715
540345,4559,2022,Nebraska,1923826,NE,2808.699955193453,23.697569322797385
850204,11544,2022,Nevada,3030281,NV,2805.693597392453,38.09547695411745
355166,2728,2022,New Hampshire,1355244,NH,2620.6793758171957,20.129216583877145
2777968,34858,2022,New Jersey,8885418,NJ,3126.4347946264315,39.230568556257005
623982,8613,2022,New Mexico,2097021,NM,2975.5639070853367,41.072550060299825
6193728,71623,2022,New York,19514849,NY,3173.8539201610015,36.701795642897366
3220858,26895,2022,North Carolina,10386227,NC,3101.0856974337266,25.89487019684819
271085,2434,2022,North Dakota,760394,ND,3565.0596927382385,32.0097212760753
3173375,40111,2022,Ohio,11675275,OH,2718.0301962908798,34.355507686114464
1205519,14943,2022,Oklahoma,3949342,OK,3052.4553204052722,37.83668266764438
905882,8645,2022,Oregon,4176346,OR,2169.0779451702515,20.699913273469203
3291589,47582,2022,Pennsylvania,12794885,PA,2572.581934108826,37.18829829263803
430636,3686,2022,Rhode Island,1057798,RI,4071.0608263581516,34.84597248245884
1718600,18527,2022,South Carolina,5091517,SC,3375.4183674531578,36.38797631432832
263468,3049,2022,South Dakota,879336,SD,2996.215326109701,34.673890299043826
2293313,27735,2022,Tennessee,6772268,TN,3386.3293655832877,40.95378387269966
7906908,91182,2022,Texas,28635442,TX,2761.2313440106846,31.84235815183157
1041933,5034,2022,Utah,3151239,UT,3306.4232830324836,15.974669011141332
144346,734,2022,Vermont,624340,VT,2311.9774481852837,11.756414774001344
2108967,22091,2022,Virginia,8509358,VA,2478.409064467613,25.960830417523862
1830825,14527,2022,Washington,7512465,WA,2437.0496235257,19.337194915383964
605577,7487,2022,West Virginia,1807426,WV,3350.4940174590824,41.423549290538034
1886807,15384,2022,Wisconsin,5806975,WI,3249.208064439747,26.492278682102125
178032,1906,2022,Wyoming,581348,WY,3062.399801839862,32.78587008125942
1531305,20533,2022,Alabama,4893186,AL,3129.4641160176625,41.96243510874101
298095,1350,2022,Alaska,736990,AK,4044.763158251808,18.31775193693266
2283073,31514,2022,Arizona,7174064,AZ,3182.398428561552,43.927681715691406
957541,12416,2022,Arkansas,3011873,AR,3179.22103621235,41.22351772468493
11338846,96712,2022,California,39346023,CA,2881.8277262736315,24.579866686907597
1675374,13592,2022,Colorado,5684926,CO,2947.046276415911,23.90884243699918
908510,11424,2022,Connecticut,3570549,CT,2544.454648290781,31.995079748240396
312019,3136,2022,Delaware,967679,DE,3224.4060272053025,32.40744089723969
169436,1392,2022,District of Columbia,701974,DC,2413.7076301971297,19.82979426588449
7149300,82176,2022,Florida,21216924,FL,3369.6213456766873,38.7313448452754
2832383,38986,2022,Georgia,10516579,GA,2693.2550974989113,37.070990480839825
351768,1699,2022,Hawaii,1420074,HI,2477.110347770609,11.964165247726527
498936,5206,2022,Idaho,1754367,ID,2843.9659432718468,29.67452078156965
3802785,39899,2022,Illinois,12716164,IL,2990.512704932085,31.37660067926145
1933102,24864,2022,Indiana,6696893,IN,2886.565456548283,37.127665023168205
861010,10153,2022,Iowa,3150011,IA,2733.355534314007,32.231633476835476
886137,9624,2022,Kansas,2912619,KS,3042.406164348993,33.04242676436568
1606537,17191,2022,Kentucky,4461952,KY,3600.525061677042,38.52798057890359
1459866,18138,2022,Louisiana,4664616,LA,3129.6595475383183,38.88422969865044
295519,2634,2022,Maine,1340825,ME,2204.0087259709508,19.64462178136595
1263553,15506,2022,Maryland,6037624,MD,2092.7984253408295,25.6822882643901
2078225,21923,2022,Massachusetts,6873003,MA,3023.751044485213,31.897265285640064
2874009,39092,2022,Michigan,9973907,MI,2881.5277704113346,39.19426960768734
1680916,13786,2022,Minnesota,5600166,MN,3001.546739864497,24.617127420865742
931707,12965,2022,Mississippi,2981835,MS,3124.6095105866016,43.47993768937583
1682560,21835,2022,Missouri,6124160,MO,2747.4135228341515,35.65386926533598
313969,3569,2022,Montana,1061705,MT,2957.215045610598,33.615740718937936
540345,4559,2022,Nebraska,1923826,NE,2808.699955193453,23.697569322797385
850204,11544,2022,Nevada,3030281,NV,2805.693597392453,38.09547695411745
355434,2731,2022,New Hampshire,1355244,NH,2622.65687949919,20.151352819123346
2780053,34864,2022,New Jersey,8885418,NJ,3128.7813358921326,39.23732119299283
624419,8622,2022,New Mexico,2097021,NM,2977.6478156394237,41.1154680854412
6198574,71840,2022,New York,19514849,NY,3176.337157412799,36.81299301880327
3220858,26895,2022,North Carolina,10386227,NC,3101.0856974337266,25.89487019684819
271913,2434,2022,North Dakota,760394,ND,3575.948784445958,32.0097212760753
3173375,40111,2022,Ohio,11675275,OH,2718.0301962908798,34.355507686114464
1205519,14943,2022,Oklahoma,3949342,OK,3052.4553204052722,37.83668266764438
905882,8645,2022,Oregon,4176346,OR,2169.0779451702515,20.699913273469203
3291589,47582,2022,Pennsylvania,12794885,PA,2572.581934108826,37.18829829263803
430636,3686,2022,Rhode Island,1057798,RI,4071.0608263581516,34.84597248245884
1718600,18527,2022,South Carolina,5091517,SC,3375.4183674531578,36.38797631432832
263468,3049,2022,South Dakota,879336,SD,2996.215326109701,34.673890299043826
2293313,27735,2022,Tennessee,6772268,TN,3386.3293655832877,40.95378387269966
7910070,91227,2022,Texas,28635442,TX,2762.3355700254256,31.858072943312695
1043639,5047,2022,Utah,3151239,UT,3311.8370266425363,16.015922625989333
144346,734,2022,Vermont,624340,VT,2311.9774481852837,11.756414774001344
2110071,22108,2022,Virginia,8509358,VA,2479.706459641256,25.9808084229151
1832792,14549,2022,Washington,7512465,WA,2439.667938552792,19.366479577608683
605830,7487,2022,West Virginia,1807426,WV,3351.893798141667,41.423549290538034
1888018,15398,2022,Wisconsin,5806975,WI,3251.2934875731344,26.51638762006036
178032,1906,2022,Wyoming,581348,WY,3062.399801839862,32.78587008125942
1531305,20533,2022,Alabama,4893186,AL,3129.4641160176625,41.96243510874101
298095,1350,2022,Alaska,736990,AK,4044.763158251808,18.31775193693266
2283073,31514,2022,Arizona,7174064,AZ,3182.398428561552,43.927681715691406
957818,12425,2022,Arkansas,3011873,AR,3180.1407297054025,41.25339946272636
11338846,96712,2022,California,39346023,CA,2881.8277262736315,24.579866686907597
1675374,13592,2022,Colorado,5684926,CO,2947.046276415911,23.90884243699918
908510,11424,2022,Connecticut,3570549,CT,2544.454648290781,31.995079748240396
312019,3136,2022,Delaware,967679,DE,3224.4060272053025,32.40744089723969
169436,1392,2022,District of Columbia,701974,DC,2413.7076301971297,19.82979426588449
7149300,82176,2022,Florida,21216924,FL,3369.6213456766873,38.7313448452754
2832383,38986,2022,Georgia,10516579,GA,2693.2550974989113,37.070990480839825
351768,1699,2022,Hawaii,1420074,HI,2477.110347770609,11.964165247726527
498936,5206,2022,Idaho,1754367,ID,2843.9659432718468,29.67452078156965
3802785,39899,2022,Illinois,12716164,IL,2990.512704932085,31.37660067926145
1933102,24864,2022,Indiana,6696893,IN,2886.565456548283,37.127665023168205
861010,10153,2022,Iowa,3150011,IA,2733.355534314007,32.231633476835476
886137,9624,2022,Kansas,2912619,KS,3042.406164348993,33.04242676436568
1606537,17191,2022,Kentucky,4461952,KY,3600.525061677042,38.52798057890359
1459866,18138,2022,Louisiana,4664616,LA,3129.6595475383183,38.88422969865044
295766,2635,2022,Maine,1340825,ME,2205.850875393881,19.652079876195625
1263553,15506,2022,Maryland,6037624,MD,2092.7984253408295,25.6822882643901
2078225,21923,2022,Massachusetts,6873003,MA,3023.751044485213,31.897265285640064
2874009,39092,2022,Michigan,9973907,MI,2881.5277704113346,39.19426960768734
1680916,13786,2022,Minnesota,5600166,MN,3001.546739864497,24.617127420865742
931707,12965,2022,Mississippi,2981835,MS,3124.6095105866016,43.47993768937583
1682560,21835,2022,Missouri,6124160,MO,2747.4135228341515,35.65386926533598
313969,3569,2022,Montana,1061705,MT,2957.215045610598,33.615740718937936
540345,4559,2022,Nebraska,1923826,NE,2808.699955193453,23.697569322797385
850204,11544,2022,Nevada,3030281,NV,2805.693597392453,38.09547695411745
355434,2731,2022,New Hampshire,1355244,NH,2622.65687949919,20.151352819123346
2780053,34864,2022,New Jersey,8885418,NJ,3128.7813358921326,39.23732119299283
624419,8622,2022,New Mexico,2097021,NM,2977.6478156394237,41.1154680854412
6200626,71840,2022,New York,19514849,NY,3177.3886643960195,36.81299301880327
3220858,26895,2022,North Carolina,10386227,NC,3101.0856974337266,25.89487019684819
271913,2434,2022,North Dakota,760394,ND,3575.948784445958,32.0097212760753
3173375,40111,2022,Ohio,11675275,OH,2718.0301962908798,34.355507686114464
1205519,14943,2022,Oklahoma,3949342,OK,3052.4553204052722,37.83668266764438
905882,8645,2022,Oregon,4176346,OR,2169.0779451702515,20.699913273469203
3291589,47582,2022,Pennsylvania,12794885,PA,2572.581934108826,37.18829829263803
430636,3686,2022,Rhode Island,1057798,RI,4071.0608263581516,34.84597248245884
1718600,18527,2022,South Carolina,5091517,SC,3375.4183674531578,36.38797631432832
263468,3049,2022,South Dakota,879336,SD,2996.215326109701,34.673890299043826
2293313,27735,2022,Tennessee,6772268,TN,3386.3293655832877,40.95378387269966
7910070,91227,2022,Texas,28635442,TX,2762.3355700254256,31.858072943312695
1043639,5047,2022,Utah,3151239,UT,3311.8370266425363,16.015922625989333
144346,734,2022,Vermont,624340,VT,2311.9774481852837,11.756414774001344
2110071,22108,2022,Virginia,8509358,VA,2479.706459641256,25.9808084229151
1832792,14549,2022,Washington,7512465,WA,2439.667938552792,19.366479577608683
605830,7487,2022,West Virginia,1807426,WV,3351.893798141667,41.423549290538034
1888018,15398,2022,Wisconsin,5806975,WI,3251.2934875731344,26.51638762006036
178032,1906,2022,Wyoming,581348,WY,3062.399801839862,32.78587008125942
1531305,20533,2022,Alabama,4893186,AL,3129.4641160176625,41.96243510874101
298095,1350,2022,Alaska,736990,AK,4044.763158251808,18.31775193693266
2283073,31514,2022,Arizona,7174064,AZ,3182.398428561552,43.927681715691406
957914,12425,2022,Arkansas,3011873,AR,3180.459468244511,41.25339946272636
11338846,96712,2022,California,39346023,CA,2881.8277262736315,24.579866686907597
1675374,13592,2022,Colorado,5684926,CO,2947.046276415911,23.90884243699918
908510,11424,2022,Connecticut,3570549,CT,2544.454648290781,31.995079748240396
312019,3136,2022,Delaware,967679,DE,3224.4060272053025,32.40744089723969
169436,1392,2022,District of Columbia,701974,DC,2413.7076301971297,19.82979426588449
7149300,82176,2022,Florida,21216924,FL,3369.6213456766873,38.7313448452754
2832383,38986,2022,Georgia,10516579,GA,2693.2550974989113,37.070990480839825
351768,1699,2022,Hawaii,1420074,HI,2477.110347770609,11.964165247726527
498936,5206,2022,Idaho,1754367,ID,2843.9659432718468,29.67452078156965
3802785,39899,2022,Illinois,12716164,IL,2990.512704932085,31.37660067926145
1933102,24864,2022,Indiana,6696893,IN,2886.565456548283,37.127665023168205
861010,10153,2022,Iowa,3150011,IA,2733.355534314007,32.231633476835476
886137,9624,2022,Kansas,2912619,KS,3042.406164348993,33.04242676436568
1606537,17191,2022,Kentucky,4461952,KY,3600.525061677042,38.52798057890359
1459866,18138,2022,Louisiana,4664616,LA,3129.6595475383183,38.88422969865044
295766,2635,2022,Maine,1340825,ME,2205.850875393881,19.652079876195625
1263553,15506,2022,Maryland,6037624,MD,2092.7984253408295,25.6822882643901
2078225,21923,2022,Massachusetts,6873003,MA,3023.751044485213,31.897265285640064
2874009,39092,2022,Michigan,9973907,MI,2881.5277704113346,39.19426960768734
1680916,13786,2022,Minnesota,5600166,MN,3001.546739864497,24.617127420865742
931707,12965,2022,Mississippi,2981835,MS,3124.6095105866016,43.47993768937583
1682560,21835,2022,Missouri,6124160,MO,2747.4135228341515,35.65386926533598
313969,3569,2022,Montana,1061705,MT,2957.215045610598,33.615740718937936
540345,4559,2022,Nebraska,1923826,NE,2808.699955193453,23.697569322797385
850204,11544,2022,Nevada,3030281,NV,2805.693597392453,38.09547695411745
355434,2731,2022,New Hampshire,1355244,NH,2622.65687949919,20.151352819123346
2780491,34864,2022,New Jersey,8885418,NJ,3129.274278373848,39.23732119299283
624419,8622,2022,New Mexico,2097021,NM,2977.6478156394237,41.1154680854412
6202365,71840,2022,New York,19514849,NY,3178.279780694178,36.81299301880327
3220858,26895,2022,North Carolina,10386227,NC,3101.0856974337266,25.89487019684819
271913,2434,2022,North Dakota,760394,ND,3575.948784445958,32.0097212760753
3173375,40111,2022,Ohio,11675275,OH,2718.0301962908798,34.355507686114464
1205519,14943,2022,Oklahoma,3949342,OK,3052.4553204052722,37.83668266764438
905882,8645,2022,Oregon,4176346,OR,2169.0779451702515,20.699913273469203
3291589,47582,2022,Pennsylvania,12794885,PA,2572.581934108826,37.18829829263803
430636,3686,2022,Rhode Island,1057798,RI,4071.0608263581516,34.84597248245884
1718600,18527,2022,South Carolina,5091517,SC,3375.4183674531578,36.38797631432832
263468,3049,2022,South Dakota,879336,SD,2996.215326109701,34.673890299043826
2293313,27735,2022,Tennessee,6772268,TN,3386.3293655832877,40.95378387269966
7910070,91227,2022,Texas,28635442,TX,2762.3355700254256,31.858072943312695
1043639,5047,2022,Utah,3151239,UT,3311.8370266425363,16.015922625989333
144346,734,2022,Vermont,624340,VT,2311.9774481852837,11.756414774001344
2110071,22108,2022,Virginia,8509358,VA,2479.706459641256,25.9808084229151
1832792,14549,2022,Washington,7512465,WA,2439.667938552792,19.366479577608683
605830,7487,2022,West Virginia,1807426,WV,3351.893798141667,41.423549290538034
1888018,15398,2022,Wisconsin,5806975,WI,3251.2934875731344,26.51638762006036
178032,1906,2022,Wyoming,581348,WY,3062.399801839862,32.78587008125942
1531305,20533,2022,Alabama,4893186,AL,3129.4641160176625,41.96243510874101
298095,1350,2022,Alaska,736990,AK,4044.763158251808,18.31775193693266
2283073,31514,2022,Arizona,7174064,AZ,3182.398428561552,43.927681715691406
958051,12426,2022,Arkansas,3011873,AR,3180.9143347013637,41.25671965584206
11343021,96738,2022,California,39346023,CA,2882.8888246214874,24.586474724522983
1676838,13596,2022,Colorado,5684926,CO,2949.6215078261353,23.915878588393237
909382,11424,2022,Connecticut,3570549,CT,2546.8968497561577,31.995079748240396
312430,3136,2022,Delaware,967679,DE,3228.6533034198324,32.40744089723969
169436,1392,2022,District of Columbia,701974,DC,2413.7076301971297,19.82979426588449
7149300,82176,2022,Florida,21216924,FL,3369.6213456766873,38.7313448452754
2832383,38986,2022,Georgia,10516579,GA,2693.2550974989113,37.070990480839825
351768,1699,2022,Hawaii,1420074,HI,2477.110347770609,11.964165247726527
498945,5206,2022,Idaho,1754367,ID,2844.0172438264053,29.67452078156965
3807105,39916,2022,Illinois,12716164,IL,2993.9099558640482,31.38996949079927
1933102,24864,2022,Indiana,6696893,IN,2886.565456548283,37.127665023168205
861010,10153,2022,Iowa,3150011,IA,2733.355534314007,32.231633476835476
886137,9624,2022,Kansas,2912619,KS,3042.406164348993,33.04242676436568
1611523,17261,2022,Kentucky,4461952,KY,3611.6995431595856,38.68486258928827
1459866,18138,2022,Louisiana,4664616,LA,3129.6595475383183,38.88422969865044
295766,2635,2022,Maine,1340825,ME,2205.850875393881,19.652079876195625
1264229,15513,2022,Maryland,6037624,MD,2093.918071082267,25.693882229168295
2078225,21923,2022,Massachusetts,6873003,MA,3023.751044485213,31.897265285640064
2874009,39092,2022,Michigan,9973907,MI,2881.5277704113346,39.19426960768734
1680916,13786,2022,Minnesota,5600166,MN,3001.546739864497,24.617127420865742
931707,12965,2022,Mississippi,2981835,MS,3124.6095105866016,43.47993768937583
1682999,21844,2022,Missouri,6124160,MO,2748.1303558365557,35.66856515832375
314068,3569,2022,Montana,1061705,MT,2958.147508017764,33.615740718937936
540345,4559,2022,Nebraska,1923826,NE,2808.699955193453,23.697569322797385
850204,11544,2022,Nevada,3030281,NV,2805.693597392453,38.09547695411745
355931,2732,2022,New Hampshire,1355244,NH,2626.324115804977,20.15873156420541
2783748,34869,2022,New Jersey,8885418,NJ,3132.9398346819476,39.242948390272694
625238,8623,2022,New Mexico,2097021,NM,2981.5533559272894,41.120236754901356
6210099,71874,2022,New York,19514849,NY,3182.242916663101,36.83041564912954
3220858,26895,2022,North Carolina,10386227,NC,3101.0856974337266,25.89487019684819
271913,2434,2022,North Dakota,760394,ND,3575.948784445958,32.0097212760753
3173375,40111,2022,Ohio,11675275,OH,2718.0301962908798,34.355507686114464
1205519,14943,2022,Oklahoma,3949342,OK,3052.4553204052722,37.83668266764438
905882,8645,2022,Oregon,4176346,OR,2169.0779451702515,20.699913273469203
3293037,47582,2022,Pennsylvania,12794885,PA,2573.7136363476498,37.18829829263803
430636,3686,2022,Rhode Island,1057798,RI,4071.0608263581516,34.84597248245884
1718600,18527,2022,South Carolina,5091517,SC,3375.4183674531578,36.38797631432832
263468,3049,2022,South Dakota,879336,SD,2996.215326109701,34.673890299043826
2293313,27735,2022,Tennessee,6772268,TN,3386.3293655832877,40.95378387269966
7913555,91256,2022,Texas,28635442,TX,2763.5525933212416,31.868200253378312
1043639,5047,2022,Utah,3151239,UT,3311.8370266425363,16.015922625989333
144346,734,2022,Vermont,624340,VT,2311.9774481852837,11.756414774001344
2112539,22118,2022,Virginia,8509358,VA,2482.6067959533493,25.992560190792304
1834047,14561,2022,Washington,7512465,WA,2441.3384954206113,19.382453029731256
606394,7493,2022,West Virginia,1807426,WV,3355.014257845134,41.45674567036216
1888018,15398,2022,Wisconsin,5806975,WI,3251.2934875731344,26.51638762006036
178032,1906,2022,Wyoming,581348,WY,3062.399801839862,32.78587008125942
1531305,20533,2022,Alabama,4893186,AL,3129.4641160176625,41.96243510874101
298095,1350,2022,Alaska,736990,AK,4044.763158251808,18.31775193693266
2283073,31514,2022,Arizona,7174064,AZ,3182.398428561552,43.927681715691406
958370,12439,2022,Arkansas,3011873,AR,3181.973476305276,41.29988216634632
11344103,96747,2022,California,39346023,CA,2883.1638206484045,24.588762122159082
1677845,13601,2022,Colorado,5684926,CO,2951.3928589395887,23.924673777635807
909866,11448,2022,Connecticut,3570549,CT,2548.2523835970323,32.06229630233334
312517,3136,2022,Delaware,967679,DE,3229.5523618886014,32.40744089723969
169436,1392,2022,District of Columbia,701974,DC,2413.7076301971297,19.82979426588449
7149300,82176,2022,Florida,21216924,FL,3369.6213456766873,38.7313448452754
2832383,38986,2022,Georgia,10516579,GA,2693.2550974989113,37.070990480839825
351768,1699,2022,Hawaii,1420074,HI,2477.110347770609,11.964165247726527
498948,5207,2022,Idaho,1754367,ID,2844.034344011259,29.680220843187314
3809042,39930,2022,Illinois,12716164,IL,2995.433213978681,31.400979100301004
1933102,24864,2022,Indiana,6696893,IN,2886.565456548283,37.127665023168205
861010,10153,2022,Iowa,3150011,IA,2733.355534314007,32.231633476835476
886137,9624,2022,Kansas,2912619,KS,3042.406164348993,33.04242676436568
1611523,17261,2022,Kentucky,4461952,KY,3611.6995431595856,38.68486258928827
1459866,18138,2022,Louisiana,4664616,LA,3129.6595475383183,38.88422969865044
296255,2638,2022,Maine,1340825,ME,2209.497883765592,19.674454160684654
1265630,15530,2022,Maryland,6037624,MD,2096.238520318589,25.722039000772487
2078225,21923,2022,Massachusetts,6873003,MA,3023.751044485213,31.897265285640064
2877509,39199,2022,Michigan,9973907,MI,2885.036926853238,39.301549533196976
1680916,13786,2022,Minnesota,5600166,MN,3001.546739864497,24.617127420865742
931707,12965,2022,Mississippi,2981835,MS,3124.6095105866016,43.47993768937583
1683350,21844,2022,Missouri,6124160,MO,2748.7034956630787,35.66856515832375
314068,3569,2022,Montana,1061705,MT,2958.147508017764,33.615740718937936
540345,4559,2022,Nebraska,1923826,NE,2808.699955193453,23.697569322797385
850204,11544,2022,Nevada,3030281,NV,2805.693597392453,38.09547695411745
356067,2733,2022,New Hampshire,1355244,NH,2627.3276251361376,20.16611030928748
2785472,34871,2022,New Jersey,8885418,NJ,3134.8800923040426,39.24519926918463
625654,8624,2022,New Mexico,2097021,NM,2983.537122422713,41.12500542436151
6213286,71937,2022,New York,19514849,NY,3183.876032041037,36.86269875826351
3220858,26895,2022,North Carolina,10386227,NC,3101.0856974337266,25.89487019684819
271913,2434,2022,North Dakota,760394,ND,3575.948784445958,32.0097212760753
3173375,40111,2022,Ohio,11675275,OH,2718.0301962908798,34.355507686114464
1205519,14943,2022,Oklahoma,3949342,OK,3052.4553204052722,37.83668266764438
905882,8645,2022,Oregon,4176346,OR,2169.0779451702515,20.699913273469203
3293037,47582,2022,Pennsylvania,12794885,PA,2573.7136363476498,37.18829829263803
430636,3686,2022,Rhode Island,1057798,RI,4071.0608263581516,34.84597248245884
1721693,18578,2022,South Carolina,5091517,SC,3381.493177770005,36.48814292479039
263468,3049,2022,South Dakota,879336,SD,2996.215326109701,34.673890299043826
2293313,27735,2022,Tennessee,6772268,TN,3386.3293655832877,40.95378387269966
7914008,91260,2022,Texas,28635442,TX,2763.7107888888186,31.86959712373219
1043639,5047,2022,Utah,3151239,UT,3311.8370266425363,16.015922625989333
144346,734,2022,Vermont,624340,VT,2311.9774481852837,11.756414774001344
2113552,22138,2022,Virginia,8509358,VA,2483.79725003931,26.016063726546705
1834305,14572,2022,Washington,7512465,WA,2441.6819246412465,19.39709536084361
606615,7502,2022,West Virginia,1807426,WV,3356.2369911686565,41.50654024009835
1891670,15414,2022,Wisconsin,5806975,WI,3257.5824762462385,26.543940692012622
178444,1908,2022,Wyoming,581348,WY,3069.486779003282,32.82027288302359
1531305,20533,2022,Alabama,4893186,AL,3129.4641160176625,41.96243510874101
298479,1369,2022,Alaska,736990,AK,4049.97354102498,18.575557334563563
2287886,31548,2022,Arizona,7174064,AZ,3189.1073176932905,43.97507465782296
958675,12452,2022,Arkansas,3011873,AR,3182.986135205568,41.34304467685058
11345366,96780,2022,California,39346023,CA,2883.484818783337,24.597149246824767
1678736,13606,2022,Colorado,5684926,CO,2952.9601616626146,23.933468966878376
