state,cases,deaths,year
Indiana,1925645,24748,2022
Iowa,857944,10097,2022
Kansas,880654,9590,2022
Kentucky,1609141,17111,2022
Louisiana,1457916,18112,2022
Maine,291984,2611,2022
Maryland,1254937,15423,2022
Massachusetts,2060884,21771,2022
Michigan,2849047,38767,2022
Minnesota,1670765,13695,2022
Mississippi,929079,12928,2022
Missouri,1673684,21719,2022
Montana,311995,3555,2022
Nebraska,538494,4551,2022
Nevada,848770,11521,2022
New Hampshire,351929,2709,2022
New Jersey,2759767,34791,2022
New Mexico,620306,8597,2022
New York,6145553,71257,2022
North Carolina,3210837,26862,2022
North Dakota,270288,2422,2022
Northern Mariana Islands,13171,40,2022
Ohio,3153743,39950,2022
Oklahoma,1200650,14884,2022
Oregon,899013,8590,2022
Pennsylvania,3267569,47323,2022
Puerto Rico,997185,5183,2022
Rhode Island,427242,3674,2022
South Carolina,1712281,18390,2022
South Dakota,262213,3033,2022
Tennessee,2285845,27627,2022
Texas,7889760,91068,2022
Utah,1040427,5028,2022
Vermont,143049,728,2022
Virgin Islands,23207,123,2022
Virginia,2098414,21973,2022
Washington,1824762,14432,2022
West Virginia,602461,7450,2022
Wisconsin,1873754,15303,2022
Wyoming,177165,1899,2022
Alabama,1527825,20489,2022
Alaska,297176,1350,2022
American Samoa,8244,34,2022
Arizona,2275235,31406,2022
Arkansas,954552,12321,2022
California,11294061,96280,2022
Colorado,1668303,13550,2022
Connecticut,902655,11385,2022
Delaware,310527,3121,2022
District of Columbia,168719,1392,2022
Florida,7134231,81764,2022
Georgia,2825163,38808,2022
Guam,59616,402,2022
Hawaii,348570,1691,2022
Idaho,497140,5190,2022
Illinois,3784876,39791,2022
Indiana,1925645,24748,2022
Iowa,858989,10097,2022
Kansas,880659,9590,2022
Kentucky,1600312,17111,2022
Louisiana,1458331,18121,2022
Maine,291985,2611,2022
Maryland,1255656,15427,2022
Massachusetts,2060884,21771,2022
Michigan,2852997,38868,2022
Minnesota,1670765,13695,2022
Mississippi,930438,12945,2022
Missouri,1674069,21754,2022
Montana,312145,3555,2022
Nebraska,538917,4551,2022
Nevada,849199,11530,2022
New Hampshire,352606,2713,2022
New Jersey,2761439,34795,2022
New Mexico,621166,8598,2022
New York,6154746,71298,2022
North Carolina,3210837,26862,2022
North Dakota,270288,2430,2022
Northern Mariana Islands,13171,40,2022
Ohio,3153743,39950,2022
Oklahoma,1201654,14884,2022
Oregon,899013,8590,2022
Pennsylvania,3267569,47323,2022
Puerto Rico,997431,5189,2022
Rhode Island,427242,3674,2022
South Carolina,1715434,18468,2022
South Dakota,262213,3033,2022
Tennessee,2288558,27673,2022
Texas,7890116,91071,2022
Utah,1040427,5028,2022
Vermont,143049,728,2022
Virgin Islands,23207,123,2022
Virginia,2099159,21986,2022
Washington,1825045,14440,2022
West Virginia,603256,7450,2022
Wisconsin,1876979,15321,2022
Wyoming,177635,1904,2022
Alabama,1528319,20498,2022
Alaska,297740,1350,2022
American Samoa,8244,34,2022
Arizona,2277635,31455,2022
Arkansas,954822,12334,2022
California,11294895,96308,2022
Colorado,1668964,13556,2022
Connecticut,903688,11402,2022
Delaware,310699,3121,2022
District of Columbia,168760,1392,2022
Florida,7135916,81807,2022
Georgia,2828618,38882,2022
Guam,59616,402,2022
Hawaii,349598,1696,2022
Idaho,497815,5201,2022
Illinois,3786686,39802,2022
Indiana,1925645,24748,2022
Iowa,859502,10126,2022
Kansas,883481,9598,2022
Kentucky,1600312,17111,2022
Louisiana,1458706,18127,2022
Maine,292622,2621,2022
Maryland,1257630,15455,2022
Massachusetts,2060884,21771,2022
Michigan,2861595,38919,2022
Minnesota,1670765,13695,2022
Mississippi,930438,12945,2022
Missouri,1674352,21755,2022
Montana,312145,3555,2022
Nebraska,538917,4551,2022
Nevada,849471,11531,2022
New Hampshire,352870,2713,2022
New Jersey,2763340,34809,2022
New Mexico,621483,8601,2022
New York,6158609,71373,2022
North Carolina,3220858,26895,2022
North Dakota,270288,2430,2022
Northern Mariana Islands,13171,40,2022
Ohio,3153743,39950,2022
Oklahoma,1201654,14884,2022
Oregon,902319,8622,2022
Pennsylvania,3280190,47442,2022
Puerto Rico,998050,5193,2022
Rhode Island,427242,3674,2022
South Carolina,1715434,18468,2022
South Dakota,262837,3046,2022
Tennessee,2289243,27680,2022
Texas,7894182,91103,2022
Utah,1040427,5028,2022
Vermont,143683,732,2022
Virgin Islands,23233,123,2022
Virginia,2100503,22001,2022
Washington,1826080,14468,2022
West Virginia,603583,7455,2022
Wisconsin,1878410,15324,2022
Wyoming,177635,1904,2022
Alabama,1528739,20505,2022
Alaska,297740,1350,2022
American Samoa,8250,34,2022
Arizona,2277635,31455,2022
Arkansas,955208,12347,2022
California,11316398,96442,2022
Colorado,1669742,13566,2022
Connecticut,904258,11402,2022
Delaware,310819,3121,2022
District of Columbia,168796,1392,2022
Florida,7137526,81865,2022
Georgia,2828618,38882,2022
Guam,59616,402,2022
Hawaii,349598,1696,2022
Idaho,497858,5201,2022
Illinois,3788958,39823,2022
Indiana,1930022,24748,2022
Iowa,859632,10126,2022
Kansas,883481,9600,2022
Kentucky,1600312,17111,2022
Louisiana,1459031,18130,2022
Maine,293090,2621,2022
Maryland,1258336,15464,2022
Massachusetts,2069848,21841,2022
Michigan,2861595,38919,2022
Minnesota,1676151,13738,2022
Mississippi,930438,12945,2022
Missouri,1674644,21757,2022
Montana,312145,3555,2022
Nebraska,539389,4552,2022
Nevada,849745,11531,2022
New Hampshire,353139,2715,2022
New Jersey,2765472,34813,2022
New Mexico,621824,8601,2022
New York,6163421,71422,2022
North Carolina,3220858,26895,2022
North Dakota,270288,2430,2022
Northern Mariana Islands,13171,40,2022
Ohio,3162278,40037,2022
Oklahoma,1203469,14924,2022
Oregon,902319,8622,2022
Pennsylvania,3280190,47442,2022
Puerto Rico,999011,5206,2022
Rhode Island,428874,3681,2022
South Carolina,1715434,18468,2022
South Dakota,262837,3046,2022
Tennessee,2290319,27698,2022
Texas,7894832,91110,2022
Utah,1041933,5034,2022
Vermont,143683,732,2022
Virgin Islands,23238,123,2022
Virginia,2101702,22012,2022
Washington,1826131,14468,2022
West Virginia,603859,7457,2022
Wisconsin,1879656,15344,2022
Wyoming,177635,1904,2022
Alabama,1528739,20505,2022
Alaska,297740,1350,2022
American Samoa,8251,34,2022
Arizona,2277635,31455,2022
Arkansas,955518,12359,2022
California,11317620,96460,2022
Colorado,1670653,13569,2022
Connecticut,904993,11403,2022
Delaware,310993,3136,2022
District of Columbia,169116,1392,2022
Florida,7139149,81910,2022
Georgia,2828618,38882,2022
Guam,59664,402,2022
Hawaii,349598,1696,2022
Idaho,498183,5201,2022
Illinois,3790782,39843,2022
Indiana,1930022,24816,2022
Iowa,859632,10126,2022
Kansas,883499,9609,2022
Kentucky,1600312,17111,2022
Louisiana,1459308,18136,2022
Maine,293532,2624,2022
Maryland,1259085,15469,2022
Massachusetts,2069848,21841,2022
Michigan,2861595,38919,2022
Minnesota,1676151,13738,2022
Mississippi,930438,12945,2022
Missouri,1677735,21791,2022
Montana,313031,3566,2022
Nebraska,539389,4552,2022
Nevada,850060,11535,2022
New Hampshire,353387,2715,2022
New Jersey,2767413,34823,2022
New Mexico,622170,8603,2022
New York,6166185,71435,2022
North Carolina,3220858,26895,2022
North Dakota,271085,2430,2022
Northern Mariana Islands,13171,40,2022
Ohio,3162278,40037,2022
Oklahoma,1203469,14924,2022
Oregon,902319,8622,2022
Pennsylvania,3280190,47442,2022
Puerto Rico,1000112,5206,2022
Rhode Island,428874,3681,2022
South Carolina,1715434,18468,2022
South Dakota,262837,3046,2022
Tennessee,2291224,27717,2022
Texas,7898606,91139,2022
Utah,1041933,5034,2022
Vermont,143683,732,2022
Virgin Islands,23240,123,2022
Virginia,2102929,22032,2022
Washington,1827975,14485,2022
West Virginia,604108,7470,2022
Wisconsin,1880837,15352,2022
Wyoming,177635,1904,2022
Alabama,1528739,20505,2022
Alaska,297740,1350,2022
American Samoa,8251,34,2022
Arizona,2277635,31455,2022
Arkansas,955798,12371,2022
California,11317620,96460,2022
Colorado,1670653,13569,2022
Connecticut,904993,11403,2022
Delaware,310993,3136,2022
District of Columbia,169116,1392,2022
Florida,7139149,81910,2022
Georgia,2828618,38882,2022
Guam,59664,402,2022
Hawaii,349598,1696,2022
Idaho,498183,5201,2022
Illinois,3790782,39843,2022
Indiana,1930022,24816,2022
Iowa,859632,10126,2022
Kansas,883499,9609,2022
Kentucky,1600312,17111,2022
Louisiana,1459308,18136,2022
Maine,293843,2625,2022
Maryland,1259085,15469,2022
Massachusetts,2069848,21841,2022
Michigan,2861595,38919,2022
Minnesota,1676151,13738,2022
Mississippi,930438,12945,2022
Missouri,1677735,21791,2022
Montana,313031,3566,2022
Nebraska,539389,4552,2022
Nevada,850060,11535,2022
New Hampshire,353387,2715,2022
New Jersey,2767413,34823,2022
New Mexico,622170,8603,2022
New York,6168370,71435,2022
North Carolina,3220858,26895,2022
North Dakota,271085,2430,2022
Northern Mariana Islands,13171,40,2022
Ohio,3162278,40037,2022
Oklahoma,1203469,14924,2022
Oregon,902319,8622,2022
Pennsylvania,3280190,47442,2022
Puerto Rico,1000112,5211,2022
Rhode Island,428874,3681,2022
South Carolina,1715434,18468,2022
South Dakota,262837,3046,2022
Tennessee,2291224,27717,2022
Texas,7898606,91139,2022
Utah,1041933,5034,2022
Vermont,143683,732,2022
Virgin Islands,23240,123,2022
Virginia,2102929,22032,2022
Washington,1827975,14485,2022
West Virginia,604108,7470,2022
Wisconsin,1880837,15352,2022
Wyoming,177635,1904,2022
Alabama,1528739,20505,2022
Alaska,297740,1350,2022
American Samoa,8251,34,2022
Arizona,2277635,31455,2022
Arkansas,955956,12371,2022
California,11317620,96460,2022
Colorado,1670653,13569,2022
Connecticut,905747,11410,2022
Delaware,310993,3136,2022
District of Columbia,169116,1392,2022
Florida,7139149,81910,2022
Georgia,2828618,38882,2022
Guam,59664,402,2022
Hawaii,349598,1696,2022
Idaho,498183,5201,2022
Illinois,3790782,39843,2022
Indiana,1930022,24816,2022
Iowa,859632,10126,2022
Kansas,883499,9609,2022
Kentucky,1600312,17111,2022
Louisiana,1459308,18136,2022
Maine,293842,2625,2022
Maryland,1259085,15469,2022
Massachusetts,2069848,21841,2022
Michigan,2861595,38919,2022
Minnesota,1676151,13738,2022
Mississippi,930438,12945,2022
Missouri,1677735,21791,2022
Montana,313031,3566,2022
Nebraska,539389,4552,2022
Nevada,850060,11535,2022
New Hampshire,353387,2715,2022
New Jersey,2769422,34827,2022
New Mexico,622170,8603,2022
New York,6170556,71435,2022
North Carolina,3220858,26895,2022
North Dakota,271085,2430,2022
Northern Mariana Islands,13171,40,2022
Ohio,3162278,40037,2022
Oklahoma,1203469,14924,2022
Oregon,902319,8622,2022
Pennsylvania,3280190,47442,2022
Puerto Rico,1002048,5212,2022
Rhode Island,428874,3681,2022
South Carolina,1715434,18468,2022
South Dakota,262837,3046,2022
Tennessee,2291224,27717,2022
Texas,7898606,91139,2022
Utah,1041933,5034,2022
Vermont,143683,732,2022
Virgin Islands,23240,123,2022
Virginia,2102929,22032,2022
Washington,1827979,14485,2022
West Virginia,604108,7470,2022
Wisconsin,1880837,15352,2022
Wyoming,177635,1904,2022
Alabama,1529939,20508,2022
Alaska,297740,1350,2022
American Samoa,8251,34,2022
Arizona,2277635,31455,2022
Arkansas,956033,12372,2022
California,11319190,96481,2022
Colorado,1671792,13572,2022
Connecticut,906027,11410,2022
Delaware,311457,3136,2022
District of Columbia,169149,1392,2022
Florida,7142502,82021,2022
Georgia,2828618,38882,2022
Guam,59672,402,2022
Hawaii,349598,1696,2022
Idaho,498190,5202,2022
Illinois,3794923,39856,2022
Indiana,1930022,24816,2022
Iowa,860166,10125,2022
Kansas,883499,9609,2022
Kentucky,1606537,17191,2022
Louisiana,1459308,18136,2022
Maine,293842,2625,2022
Maryland,1259868,15478,2022
Massachusetts,2069848,21841,2022
Michigan,2861595,38919,2022
Minnesota,1676151,13738,2022
Mississippi,930438,12945,2022
Missouri,1677944,21791,2022
Montana,313126,3566,2022
Nebraska,539389,4552,2022
Nevada,850060,11535,2022
New Hampshire,354327,2719,2022
New Jersey,2772018,34832,2022
New Mexico,622913,8603,2022
New York,6181479,71481,2022
North Carolina,3220858,26895,2022
North Dakota,271085,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3162278,40037,2022
Oklahoma,1204546,14924,2022
Oregon,902319,8622,2022
Pennsylvania,3280746,47442,2022
Puerto Rico,1002522,5212,2022
Rhode Island,428874,3681,2022
South Carolina,1715434,18468,2022
South Dakota,262837,3046,2022
Tennessee,2291965,27732,2022
Texas,7902996,91156,2022
Utah,1041933,5034,2022
Vermont,143683,732,2022
Virgin Islands,23256,123,2022
Virginia,2105585,22041,2022
Washington,1829217,14496,2022
West Virginia,604788,7476,2022
Wisconsin,1880837,15352,2022
Wyoming,177635,1904,2022
Alabama,1530411,20522,2022
Alaska,297740,1350,2022
American Samoa,8251,34,2022
Arizona,2277635,31455,2022
Arkansas,956424,12386,2022
California,11319195,96481,2022
Colorado,1672464,13578,2022
Connecticut,907038,11420,2022
Delaware,311538,3136,2022
District of Columbia,169149,1392,2022
Florida,7144141,82025,2022
Georgia,2828618,38882,2022
Guam,59672,402,2022
Hawaii,349598,1696,2022
Idaho,498194,5202,2022
Illinois,3796284,39867,2022
Indiana,1930022,24816,2022
Iowa,860166,10125,2022
Kansas,883499,9609,2022
Kentucky,1606537,17191,2022
Louisiana,1459308,18136,2022
Maine,294415,2627,2022
Maryland,1261418,15494,2022
Massachusetts,2069848,21841,2022
Michigan,2865394,39041,2022
Minnesota,1676151,13738,2022
Mississippi,930438,12945,2022
Missouri,1678032,21791,2022
Montana,313126,3566,2022
Nebraska,539389,4552,2022
Nevada,850204,11536,2022
New Hampshire,354443,2721,2022
New Jersey,2773961,34840,2022
New Mexico,623179,8603,2022
New York,6184627,71541,2022
North Carolina,3220858,26895,2022
North Dakota,271085,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3162278,40037,2022
Oklahoma,1205519,14924,2022
Oregon,902319,8622,2022
Pennsylvania,3280746,47442,2022
Puerto Rico,1002681,5217,2022
Rhode Island,428874,3681,2022
South Carolina,1718600,18527,2022
South Dakota,262837,3046,2022
Tennessee,2293248,27735,2022
Texas,7903332,91156,2022
Utah,1041933,5034,2022
Vermont,143683,732,2022
Virgin Islands,23256,123,2022
Virginia,2106527,22057,2022
Washington,1829223,14496,2022
West Virginia,605012,7479,2022
Wisconsin,1884212,15374,2022
Wyoming,178032,1906,2022
Alabama,1530803,20526,2022
Alaska,298095,1350,2022
American Samoa,8251,34,2022
Arizona,2283073,31514,2022
Arkansas,956857,12396,2022
California,11321488,96519,2022
Colorado,1673522,13583,2022
Connecticut,907476,11423,2022
Delaware,311698,3136,2022
District of Columbia,169149,1392,2022
Florida,7145833,82065,2022
Georgia,2832383,38986,2022
Guam,59672,402,2022
Hawaii,351768,1699,2022
Idaho,498876,5206,2022
Illinois,3796917,39875,2022
Indiana,1933102,24816,2022
Iowa,861010,10153,2022
Kansas,886124,9615,2022
Kentucky,1606537,17191,2022
Louisiana,1459866,18138,2022
Maine,294893,2629,2022
Maryland,1262107,15497,2022
Massachusetts,2069848,21841,2022
Michigan,2874009,39092,2022
Minnesota,1676151,13738,2022
Mississippi,930438,12945,2022
Missouri,1678111,21791,2022
Montana,313126,3566,2022
Nebraska,540345,4559,2022
Nevada,850204,11544,2022
New Hampshire,354923,2725,2022
New Jersey,2775804,34851,2022
New Mexico,623531,8609,2022
New York,6188598,71589,2022
North Carolina,3220858,26895,2022
North Dakota,271085,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3162278,40037,2022
Oklahoma,1205519,14924,2022
Oregon,905882,8645,2022
Pennsylvania,3291589,47582,2022
Puerto Rico,1003619,5220,2022
Rhode Island,428874,3681,2022
South Carolina,1718600,18527,2022
South Dakota,263468,3049,2022
Tennessee,2293313,27735,2022
Texas,7906550,91182,2022
Utah,1041933,5034,2022
Vermont,144346,734,2022
Virgin Islands,23276,123,2022
Virginia,2107801,22077,2022
Washington,1830765,14525,2022
West Virginia,605322,7479,2022
Wisconsin,1885525,15379,2022
Wyoming,178032,1906,2022
Alabama,1531305,20533,2022
Alaska,298095,1350,2022
American Samoa,8251,34,2022
Arizona,2283073,31514,2022
Arkansas,957218,12408,2022
California,11337782,96697,2022
Colorado,1674460,13588,2022
Connecticut,908015,11423,2022
Delaware,311850,3136,2022
District of Columbia,169149,1392,2022
Florida,7145833,82065,2022
Georgia,2832383,38986,2022
Guam,59672,402,2022
Hawaii,351768,1699,2022
Idaho,498928,5206,2022
Illinois,3799931,39891,2022
Indiana,1933102,24816,2022
Iowa,861010,10153,2022
Kansas,886124,9615,2022
Kentucky,1606537,17191,2022
Louisiana,1459866,18138,2022
Maine,295242,2630,2022
Maryland,1262864,15499,2022
Massachusetts,2078225,21923,2022
Michigan,2874009,39092,2022
Minnesota,1680916,13786,2022
Mississippi,930438,12945,2022
Missouri,1679141,21794,2022
Montana,313126,3566,2022
Nebraska,540345,4559,2022
Nevada,850204,11544,2022
New Hampshire,355166,2728,2022
New Jersey,2777968,34858,2022
New Mexico,623982,8613,2022
New York,6193728,71623,2022
North Carolina,3220858,26895,2022
North Dakota,271085,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3173375,40111,2022
Oklahoma,1205519,14943,2022
Oregon,905882,8645,2022
Pennsylvania,3291589,47582,2022
Puerto Rico,1003619,5229,2022
Rhode Island,430636,3686,2022
South Carolina,1718600,18527,2022
South Dakota,263468,3049,2022
Tennessee,2293313,27735,2022
Texas,7906908,91182,2022
Utah,1041933,5034,2022
Vermont,144346,734,2022
Virgin Islands,23279,123,2022
Virginia,2108967,22091,2022
Washington,1830825,14527,2022
West Virginia,605577,7487,2022
Wisconsin,1886807,15384,2022
Wyoming,178032,1906,2022
Alabama,1531305,20533,2022
Alaska,298095,1350,2022
American Samoa,8251,34,2022
Arizona,2283073,31514,2022
Arkansas,957541,12416,2022
California,11338846,96712,2022
Colorado,1675374,13592,2022
Connecticut,908510,11424,2022
Delaware,312019,3136,2022
District of Columbia,169436,1392,2022
Florida,7149300,82176,2022
Georgia,2832383,38986,2022
Guam,59672,402,2022
Hawaii,351768,1699,2022
Idaho,498936,5206,2022
Illinois,3802785,39899,2022
Indiana,1933102,24864,2022
Iowa,861010,10153,2022
Kansas,886137,9624,2022
Kentucky,1606537,17191,2022
Louisiana,1459866,18138,2022
Maine,295519,2634,2022
Maryland,1263553,15506,2022
Massachusetts,2078225,21923,2022
Michigan,2874009,39092,2022
Minnesota,1680916,13786,2022
Mississippi,931707,12965,2022
Missouri,1682560,21835,2022
Montana,313969,3569,2022
Nebraska,540345,4559,2022
Nevada,850204,11544,2022
New Hampshire,355434,2731,2022
New Jersey,2780053,34864,2022
New Mexico,624419,8622,2022
New York,6198574,71840,2022
North Carolina,3220858,26895,2022
North Dakota,271913,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3173375,40111,2022
Oklahoma,1205519,14943,2022
Oregon,905882,8645,2022
Pennsylvania,3291589,47582,2022
Puerto Rico,1003619,5232,2022
Rhode Island,430636,3686,2022
South Carolina,1718600,18527,2022
South Dakota,263468,3049,2022
Tennessee,2293313,27735,2022
Texas,7910070,91227,2022
Utah,1043639,5047,2022
Vermont,144346,734,2022
Virgin Islands,23283,123,2022
Virginia,2110071,22108,2022
Washington,1832792,14549,2022
West Virginia,605830,7487,2022
Wisconsin,1888018,15398,2022
Wyoming,178032,1906,2022
Alabama,1531305,20533,2022
Alaska,298095,1350,2022
American Samoa,8251,34,2022
Arizona,2283073,31514,2022
Arkansas,957818,12425,2022
California,11338846,96712,2022
Colorado,1675374,13592,2022
Connecticut,908510,11424,2022
Delaware,312019,3136,2022
District of Columbia,169436,1392,2022
Florida,7149300,82176,2022
Georgia,2832383,38986,2022
Guam,59672,402,2022
Hawaii,351768,1699,2022
Idaho,498936,5206,2022
Illinois,3802785,39899,2022
Indiana,1933102,24864,2022
Iowa,861010,10153,2022
Kansas,886137,9624,2022
Kentucky,1606537,17191,2022
Louisiana,1459866,18138,2022
Maine,295766,2635,2022
Maryland,1263553,15506,2022
Massachusetts,2078225,21923,2022
Michigan,2874009,39092,2022
Minnesota,1680916,13786,2022
Mississippi,931707,12965,2022
Missouri,1682560,21835,2022
Montana,313969,3569,2022
Nebraska,540345,4559,2022
Nevada,850204,11544,2022
New Hampshire,355434,2731,2022
New Jersey,2780053,34864,2022
New Mexico,624419,8622,2022
New York,6200626,71840,2022
North Carolina,3220858,26895,2022
North Dakota,271913,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3173375,40111,2022
Oklahoma,1205519,14943,2022
Oregon,905882,8645,2022
Pennsylvania,3291589,47582,2022
Puerto Rico,1003619,5232,2022
Rhode Island,430636,3686,2022
South Carolina,1718600,18527,2022
South Dakota,263468,3049,2022
Tennessee,2293313,27735,2022
Texas,7910070,91227,2022
Utah,1043639,5047,2022
Vermont,144346,734,2022
Virgin Islands,23283,123,2022
Virginia,2110071,22108,2022
Washington,1832792,14549,2022
West Virginia,605830,7487,2022
Wisconsin,1888018,15398,2022
Wyoming,178032,1906,2022
Alabama,1531305,20533,2022
Alaska,298095,1350,2022
American Samoa,8251,34,2022
Arizona,2283073,31514,2022
Arkansas,957914,12425,2022
California,11338846,96712,2022
Colorado,1675374,13592,2022
Connecticut,908510,11424,2022
Delaware,312019,3136,2022
District of Columbia,169436,1392,2022
Florida,7149300,82176,2022
Georgia,2832383,38986,2022
Guam,59672,402,2022
Hawaii,351768,1699,2022
Idaho,498936,5206,2022
Illinois,3802785,39899,2022
Indiana,1933102,24864,2022
Iowa,861010,10153,2022
Kansas,886137,9624,2022
Kentucky,1606537,17191,2022
Louisiana,1459866,18138,2022
Maine,295766,2635,2022
Maryland,1263553,15506,2022
Massachusetts,2078225,21923,2022
Michigan,2874009,39092,2022
Minnesota,1680916,13786,2022
Mississippi,931707,12965,2022
Missouri,1682560,21835,2022
Montana,313969,3569,2022
Nebraska,540345,4559,2022
Nevada,850204,11544,2022
New Hampshire,355434,2731,2022
New Jersey,2780491,34864,2022
New Mexico,624419,8622,2022
New York,6202365,71840,2022
North Carolina,3220858,26895,2022
North Dakota,271913,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3173375,40111,2022
Oklahoma,1205519,14943,2022
Oregon,905882,8645,2022
Pennsylvania,3291589,47582,2022
Puerto Rico,1008321,5233,2022
Rhode Island,430636,3686,2022
South Carolina,1718600,18527,2022
South Dakota,263468,3049,2022
Tennessee,2293313,27735,2022
Texas,7910070,91227,2022
Utah,1043639,5047,2022
Vermont,144346,734,2022
Virgin Islands,23283,123,2022
Virginia,2110071,22108,2022
Washington,1832792,14549,2022
West Virginia,605830,7487,2022
Wisconsin,1888018,15398,2022
Wyoming,178032,1906,2022
Alabama,1531305,20533,2022
Alaska,298095,1350,2022
American Samoa,8251,34,2022
Arizona,2283073,31514,2022
Arkansas,958051,12426,2022
California,11343021,96738,2022
Colorado,1676838,13596,2022
Connecticut,909382,11424,2022
Delaware,312430,3136,2022
District of Columbia,169436,1392,2022
Florida,7149300,82176,2022
Georgia,2832383,38986,2022
Guam,59720,402,2022
Hawaii,351768,1699,2022
Idaho,498945,5206,2022
Illinois,3807105,39916,2022
Indiana,1933102,24864,2022
Iowa,861010,10153,2022
Kansas,886137,9624,2022
Kentucky,1611523,17261,2022
Louisiana,1459866,18138,2022
Maine,295766,2635,2022
Maryland,1264229,15513,2022
Massachusetts,2078225,21923,2022
Michigan,2874009,39092,2022
Minnesota,1680916,13786,2022
Mississippi,931707,12965,2022
Missouri,1682999,21844,2022
Montana,314068,3569,2022
Nebraska,540345,4559,2022
Nevada,850204,11544,2022
New Hampshire,355931,2732,2022
New Jersey,2783748,34869,2022
New Mexico,625238,8623,2022
New York,6210099,71874,2022
North Carolina,3220858,26895,2022
North Dakota,271913,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3173375,40111,2022
Oklahoma,1205519,14943,2022
Oregon,905882,8645,2022
Pennsylvania,3293037,47582,2022
Puerto Rico,1008950,5234,2022
Rhode Island,430636,3686,2022
South Carolina,1718600,18527,2022
South Dakota,263468,3049,2022
Tennessee,2293313,27735,2022
Texas,7913555,91256,2022
Utah,1043639,5047,2022
Vermont,144346,734,2022
Virgin Islands,23283,123,2022
Virginia,2112539,22118,2022
Washington,1834047,14561,2022
West Virginia,606394,7493,2022
Wisconsin,1888018,15398,2022
Wyoming,178032,1906,2022
Alabama,1531305,20533,2022
Alaska,298095,1350,2022
American Samoa,8251,34,2022
Arizona,2283073,31514,2022
Arkansas,958370,12439,2022
California,11344103,96747,2022
Colorado,1677845,13601,2022
Connecticut,909866,11448,2022
Delaware,312517,3136,2022
District of Columbia,169436,1392,2022
Florida,7149300,82176,2022
Georgia,2832383,38986,2022
Guam,59720,402,2022
Hawaii,351768,1699,2022
Idaho,498948,5207,2022
Illinois,3809042,39930,2022
Indiana,1933102,24864,2022
Iowa,861010,10153,2022
Kansas,886137,9624,2022
Kentucky,1611523,17261,2022
Louisiana,1459866,18138,2022
Maine,296255,2638,2022
Maryland,1265630,15530,2022
Massachusetts,2078225,21923,2022
Michigan,2877509,39199,2022
Minnesota,1680916,13786,2022
Mississippi,931707,12965,2022
Missouri,1683350,21844,2022
Montana,314068,3569,2022
Nebraska,540345,4559,2022
Nevada,850204,11544,2022
New Hampshire,356067,2733,2022
New Jersey,2785472,34871,2022
New Mexico,625654,8624,2022
New York,6213286,71937,2022
North Carolina,3220858,26895,2022
North Dakota,271913,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3173375,40111,2022
Oklahoma,1205519,14943,2022
Oregon,905882,8645,2022
Pennsylvania,3293037,47582,2022
Puerto Rico,1009359,5241,2022
Rhode Island,430636,3686,2022
South Carolina,1721693,18578,2022
South Dakota,263468,3049,2022
Tennessee,2293313,27735,2022
Texas,7914008,91260,2022
Utah,1043639,5047,2022
Vermont,144346,734,2022
Virgin Islands,23305,123,2022
Virginia,2113552,22138,2022
Washington,1834305,14572,2022
West Virginia,606615,7502,2022
Wisconsin,1891670,15414,2022
Wyoming,178444,1908,2022
Alabama,1531305,20533,2022
Alaska,298479,1369,2022
American Samoa,8251,34,2022
Arizona,2287886,31548,2022
Arkansas,958675,12452,2022
California,11345366,96780,2022
Colorado,1678736,13606,2022
Connecticut,910367,11448,2022
Delaware,312655,3136,2022
District of Columbia,169436,1392,2022
Florida,7149300,82176,2022
Georgia,2835571,39057,2022
Guam,59720,402,2022
Hawaii,353081,1701,2022
Idaho,499941,5219,2022
Illinois,3811411,39947,2022
Indiana,1937565,24864,2022
Iowa,862925,10177,2022
Kansas,888315,9628,2022
Kentucky,1611523,17261,2022
Louisiana,1461433,18168,2022
Maine,296507,2641,2022
Maryland,1266249,15531,2022
Massachusetts,2078225,21923,2022
Michigan,2877509,39199,2022
Minnesota,1680916,13786,2022
Mississippi,933065,12968,2022
Missouri,1683637,21845,2022
Montana,314068,3569,2022
Nebraska,540345,4559,2022
Nevada,850204,11555,2022
New Hampshire,356343,2737,2022
New Jersey,2787227,34885,2022
New Mexico,626168,8633,2022
New York,6217634,72393,2022
North Carolina,3237440,26963,2022
North Dakota,271913,2434,2022
Northern Mariana Islands,13171,40,2022
Ohio,3173375,40111,2022
Oklahoma,1205519,14943,2022
Oregon,908188,8680,2022
Pennsylvania,3304816,47705,2022
Puerto Rico,1010338,5243,2022
Rhode Island,430636,3686,2022
South Carolina,1721693,18578,2022
South Dakota,264187,3059,2022
Tennessee,2298594,27792,2022
Texas,7917113,91284,2022
Utah,1043639,5047,2022
Vermont,144895,740,2022
Virgin Islands,23311,124,2022
