state,cases,deaths,year
Delaware,111016,1698,2021
District of Columbia,50268,1146,2021
Florida,2534334,38840,2021
Georgia,1145590,20956,2021
Guam,9491,144,2021
Hawaii,39392,529,2021
Idaho,199595,2193,2021
Illinois,1419721,25893,2021
Indiana,771986,13993,2021
Iowa,378831,6183,2021
Kansas,332261,5282,2021
Kentucky,480455,7368,2021
Louisiana,531952,10948,2021
Maine,70141,899,2021
Maryland,467149,9813,2021
Massachusetts,717944,18071,2021
Michigan,1006959,21150,2021
Minnesota,611551,7753,2021
Mississippi,339954,7529,2021
Missouri,686177,10276,2021
Montana,115999,1704,2021
Nebraska,227848,2547,2021
Nevada,353746,5874,2021
New Hampshire,100465,1386,2021
New Jersey,1035975,26589,2021
New Mexico,209684,4409,2021
New York,2140050,53248,2021
North Carolina,1042714,13616,2021
North Dakota,111442,1569,2021
Northern Mariana Islands,190,2,2021
Ohio,1125420,20490,2021
Oklahoma,477052,7485,2021
Oregon,217690,2878,2021
Pennsylvania,1226720,27838,2021
Puerto Rico,178106,2574,2021
Rhode Island,153954,2739,2021
South Carolina,613033,9894,2021
South Dakota,125216,2043,2021
Tennessee,875114,12628,2021
Texas,3097047,53275,2021
Utah,430215,2447,2021
Vermont,24804,259,2021
Virgin Islands,4375,35,2021
Virginia,692105,11522,2021
Washington,472867,6143,2021
West Virginia,166493,2939,2021
Wisconsin,685214,8282,2021
Wyoming,64623,776,2021
Alabama,580193,11516,2021
Alaska,74283,369,2021
Arizona,923204,18200,2021
Arkansas,382569,6110,2021
California,4022880,64372,2021
Colorado,577115,7090,2021
Connecticut,353844,8293,2021
Delaware,111129,1700,2021
District of Columbia,50329,1146,2021
Florida,2551923,38896,2021
Georgia,1150006,20967,2021
Guam,9498,144,2021
Hawaii,39624,531,2021
Idaho,200034,2197,2021
Illinois,1421376,25908,2021
Indiana,773236,13999,2021
Iowa,378916,6183,2021
Kansas,332294,5284,2021
Kentucky,481991,7370,2021
Louisiana,536366,10968,2021
Maine,70261,899,2021
Maryland,467654,9818,2021
Massachusetts,718849,18079,2021
Michigan,1007072,21152,2021
Minnesota,612094,7756,2021
Mississippi,341862,7533,2021
Missouri,689392,10283,2021
Montana,116256,1704,2021
Nebraska,228086,2549,2021
Nevada,355091,5900,2021
New Hampshire,100554,1387,2021
New Jersey,1037052,26590,2021
New Mexico,210085,4410,2021
New York,2142694,53250,2021
North Carolina,1046041,13634,2021
North Dakota,111517,1569,2021
Northern Mariana Islands,190,2,2021
Ohio,1126625,20490,2021
Oklahoma,478858,7485,2021
Oregon,218689,2884,2021
Pennsylvania,1228104,27842,2021
Puerto Rico,178576,2577,2021
Rhode Island,154153,2739,2021
South Carolina,614912,9904,2021
South Dakota,125216,2043,2021
Tennessee,877512,12636,2021
Texas,3112522,53309,2021
Utah,431328,2450,2021
Vermont,24830,259,2021
Virgin Islands,4497,36,2021
Virginia,693206,11525,2021
Washington,473676,6160,2021
West Virginia,166748,2944,2021
Wisconsin,686225,8287,2021
Wyoming,64955,776,2021
Alabama,580193,11516,2021
Alaska,74853,372,2021
Arizona,925169,18224,2021
Arkansas,385113,6123,2021
California,4034150,64415,2021
Colorado,577970,7096,2021
Connecticut,354335,8293,2021
Delaware,111275,1830,2021
District of Columbia,50398,1149,2021
Florida,2590699,39079,2021
Georgia,1153494,20978,2021
Guam,9510,144,2021
Hawaii,40176,534,2021
Idaho,200564,2199,2021
Illinois,1423574,25916,2021
Indiana,774662,14005,2021
Iowa,378916,6183,2021
Kansas,334119,5294,2021
Kentucky,483606,7377,2021
Louisiana,541679,10999,2021
Maine,70372,899,2021
Maryland,468180,9818,2021
Massachusetts,719780,18082,2021
Michigan,1009597,21173,2021
Minnesota,612794,7761,2021
Mississippi,343505,7543,2021
Missouri,693384,10294,2021
Montana,116480,1704,2021
Nebraska,228450,2550,2021
Nevada,356401,5912,2021
New Hampshire,100657,1387,2021
New Jersey,1038171,26595,2021
New Mexico,210416,4412,2021
New York,2145309,53257,2021
North Carolina,1049229,13651,2021
North Dakota,111601,1570,2021
Northern Mariana Islands,190,2,2021
Ohio,1127808,20492,2021
Oklahoma,480635,7485,2021
Oregon,219756,2886,2021
Pennsylvania,1229002,27850,2021
Puerto Rico,179102,2578,2021
Rhode Island,154339,2740,2021
South Carolina,617148,9904,2021
South Dakota,125216,2043,2021
Tennessee,879801,12638,2021
Texas,3126717,53367,2021
Utah,432539,2451,2021
Vermont,24889,260,2021
Virgin Islands,4514,36,2021
Virginia,694384,11532,2021
Washington,474520,6165,2021
West Virginia,167016,2946,2021
Wisconsin,687382,8290,2021
Wyoming,65127,776,2021
Alabama,585607,11536,2021
Alaska,74853,372,2021
Arizona,927235,18246,2021
Arkansas,386452,6141,2021
California,4037490,64417,2021
Colorado,578499,7097,2021
Connecticut,354335,8293,2021
Delaware,111407,1833,2021
District of Columbia,50398,1149,2021
Florida,2590699,39079,2021
Georgia,1153494,20978,2021
Guam,9510,144,2021
Hawaii,40643,534,2021
Idaho,200564,2199,2021
Illinois,1423574,25916,2021
Indiana,774662,14005,2021
Iowa,379797,6183,2021
Kansas,334159,5294,2021
Kentucky,483719,7378,2021
Louisiana,541679,10999,2021
Maine,70463,900,2021
Maryland,468767,9825,2021
Massachusetts,719780,18082,2021
Michigan,1009611,21173,2021
Minnesota,612794,7761,2021
Mississippi,343505,7543,2021
Missouri,695726,10310,2021
Montana,116480,1704,2021
Nebraska,228450,2550,2021
Nevada,356401,5912,2021
New Hampshire,100657,1387,2021
New Jersey,1039353,26602,2021
New Mexico,210416,4412,2021
New York,2148445,53266,2021
North Carolina,1049288,13651,2021
North Dakota,111675,1570,2021
Northern Mariana Islands,196,2,2021
Ohio,1129277,20492,2021
Oklahoma,480635,7485,2021
Oregon,219755,2886,2021
Pennsylvania,1229002,27850,2021
Puerto Rico,179832,2580,2021
Rhode Island,154339,2740,2021
South Carolina,617148,9904,2021
South Dakota,125216,2043,2021
Tennessee,879858,12638,2021
Texas,3132348,53402,2021
Utah,432539,2451,2021
Vermont,24889,260,2021
Virgin Islands,4514,36,2021
Virginia,694384,11532,2021
Washington,474520,6165,2021
West Virginia,167016,2946,2021
Wisconsin,687382,8290,2021
Wyoming,65127,776,2021
Alabama,587405,11536,2021
Alaska,74853,372,2021
Arizona,929541,18251,2021
Arkansas,388436,6157,2021
California,4040811,64417,2021
Colorado,578713,7097,2021
Connecticut,354335,8293,2021
Delaware,111563,1833,2021
District of Columbia,50398,1149,2021
Florida,2590699,39079,2021
Georgia,1153494,20978,2021
Guam,9510,144,2021
Hawaii,41090,534,2021
Idaho,200564,2199,2021
Illinois,1423590,25916,2021
Indiana,774662,14005,2021
Iowa,379797,6183,2021
Kansas,334159,5294,2021
Kentucky,483719,7378,2021
Louisiana,541679,10999,2021
Maine,70463,900,2021
Maryland,469314,9828,2021
Massachusetts,719780,18082,2021
Michigan,1009618,21173,2021
Minnesota,612794,7761,2021
Mississippi,343505,7543,2021
Missouri,697481,10313,2021
Montana,116480,1704,2021
Nebraska,228450,2550,2021
Nevada,356401,5912,2021
New Hampshire,100657,1387,2021
New Jersey,1040281,26607,2021
New Mexico,210416,4412,2021
New York,2151035,53274,2021
North Carolina,1049288,13651,2021
North Dakota,111705,1570,2021
Northern Mariana Islands,196,2,2021
Ohio,1130134,20492,2021
Oklahoma,480635,7485,2021
Oregon,219755,2886,2021
Pennsylvania,1230824,27855,2021
Puerto Rico,180601,2580,2021
Rhode Island,154339,2740,2021
South Carolina,617148,9904,2021
South Dakota,125216,2043,2021
Tennessee,879858,12638,2021
Texas,3135695,53420,2021
Utah,432539,2451,2021
Vermont,24889,260,2021
Virgin Islands,4514,36,2021
Virginia,694384,11532,2021
Washington,474520,6165,2021
West Virginia,167016,2946,2021
Wisconsin,687382,8290,2021
Wyoming,65127,776,2021
Alabama,589110,11536,2021
Alaska,75599,372,2021
Arizona,931387,18252,2021
Arkansas,389280,6199,2021
California,4066259,64538,2021
Colorado,580481,7112,2021
Connecticut,355580,8293,2021
Delaware,111681,1833,2021
District of Columbia,50716,1149,2021
Florida,2590699,39079,2021
Georgia,1159390,20998,2021
Guam,9533,144,2021
Hawaii,41446,534,2021
Idaho,201471,2204,2021
Illinois,1428923,25930,2021
Indiana,777459,14012,2021
Iowa,379797,6183,2021
Kansas,335840,5301,2021
Kentucky,487221,7393,2021
Louisiana,552787,11026,2021
Maine,70463,900,2021
Maryland,469762,9829,2021
Massachusetts,721885,18084,2021
Michigan,1009779,21174,2021
Minnesota,613418,7767,2021
Mississippi,348496,7556,2021
Missouri,699242,10320,2021
Montana,116746,1708,2021
Nebraska,228995,2550,2021
Nevada,358932,5918,2021
New Hampshire,100986,1387,2021
New Jersey,1041159,26606,2021
New Mexico,211492,4416,2021
New York,2153243,53281,2021
North Carolina,1057204,13681,2021
North Dakota,111730,1570,2021
Northern Mariana Islands,198,2,2021
Ohio,1131029,20492,2021
Oklahoma,486232,7485,2021
Oregon,221799,2890,2021
Pennsylvania,1232238,27857,2021
Puerto Rico,181266,2581,2021
Rhode Island,154790,2740,2021
South Carolina,623947,9915,2021
South Dakota,125216,2043,2021
Tennessee,886436,12664,2021
Texas,3143940,53450,2021
Utah,434783,2466,2021
Vermont,25038,260,2021
Virgin Islands,4629,37,2021
Virginia,697939,11534,2021
Washington,477352,6169,2021
West Virginia,167681,2949,2021
Wisconsin,689457,8295,2021
Wyoming,65467,776,2021
Alabama,592417,11542,2021
Alaska,75892,374,2021
Arizona,933361,18282,2021
Arkansas,391623,6215,2021
California,4073891,64533,2021
Colorado,581450,7113,2021
Connecticut,356164,8292,2021
Delaware,111762,1833,2021
District of Columbia,50800,1149,2021
Florida,2641696,39179,2021
Georgia,1168207,21022,2021
Guam,9562,144,2021
Hawaii,41815,535,2021
Idaho,202113,2210,2021
Illinois,1431494,25940,2021
Indiana,779048,14025,2021
Iowa,381110,6183,2021
Kansas,335924,5299,2021
Kentucky,488907,7406,2021
Louisiana,557540,11085,2021
Maine,70718,900,2021
Maryland,470130,9835,2021
Massachusetts,722986,18086,2021
Michigan,1012554,21202,2021
Minnesota,615083,7771,2021
Mississippi,350070,7590,2021
Missouri,701784,10403,2021
Montana,117146,1716,2021
Nebraska,229443,2552,2021
Nevada,360147,5929,2021
New Hampshire,101155,1388,2021
New Jersey,1042472,26614,2021
New Mexico,211970,4417,2021
New York,2156305,53294,2021
North Carolina,1060143,13695,2021
North Dakota,111868,1571,2021
Northern Mariana Islands,198,2,2021
Ohio,1132798,20530,2021
Oklahoma,487178,7485,2021
Oregon,223364,2899,2021
Pennsylvania,1233461,27868,2021
Puerto Rico,181435,2585,2021
Rhode Island,154985,2740,2021
South Carolina,626038,9917,2021
South Dakota,125216,2043,2021
Tennessee,888787,12680,2021
Texas,3164075,53514,2021
Utah,435511,2471,2021
Vermont,25077,260,2021
Virgin Islands,4663,39,2021
Virginia,699342,11536,2021
Washington,482341,6177,2021
West Virginia,167948,2954,2021
Wisconsin,691068,8299,2021
Wyoming,65704,786,2021
Alabama,595816,11561,2021
Alaska,76230,376,2021
Arizona,935647,18289,2021
Arkansas,394461,6230,2021
California,4084002,64626,2021
Colorado,582322,7118,2021
Connecticut,356701,8292,2021
Delaware,111884,1833,2021
District of Columbia,50858,1149,2021
Florida,2658631,39319,2021
Georgia,1172987,21033,2021
Guam,9592,144,2021
Hawaii,42135,535,2021
Idaho,202748,2211,2021
Illinois,1434462,25960,2021
Indiana,780778,14039,2021
Iowa,382401,6193,2021
Kansas,338568,5318,2021
Kentucky,491425,7421,2021
Louisiana,562319,11129,2021
Maine,70844,900,2021
Maryland,470825,9840,2021
Massachusetts,724018,18091,2021
Michigan,1012567,21202,2021
Minnesota,616016,7776,2021
Mississippi,352891,7597,2021
Missouri,706153,10432,2021
Montana,117442,1718,2021
Nebraska,229824,2550,2021
Nevada,361140,5953,2021
New Hampshire,101277,1389,2021
New Jersey,1043702,26625,2021
New Mexico,212577,4418,2021
New York,2159139,53301,2021
North Carolina,1063505,13716,2021
North Dakota,111964,1572,2021
Northern Mariana Islands,198,2,2021
Ohio,1134965,20530,2021
Oklahoma,489338,7531,2021
Oregon,224547,2904,2021
Pennsylvania,1235196,27883,2021
Puerto Rico,181813,2589,2021
Rhode Island,155287,2743,2021
South Carolina,628202,9930,2021
South Dakota,125592,2050,2021
Tennessee,892607,12689,2021
Texas,3175724,53579,2021
Utah,436562,2479,2021
Vermont,25129,260,2021
Virgin Islands,4691,39,2021
Virginia,701059,11541,2021
Washington,484838,6185,2021
West Virginia,168330,2956,2021
Wisconsin,692401,8302,2021
Wyoming,65953,786,2021
Alabama,599633,11574,2021
Alaska,76607,381,2021
Arizona,937936,18300,2021
Arkansas,397238,6247,2021
California,4096518,64680,2021
Colorado,583446,7125,2021
Connecticut,357345,8296,2021
Delaware,112070,1833,2021
District of Columbia,50975,1149,2021
Florida,2678764,39403,2021
Georgia,1178734,21063,2021
Guam,9621,144,2021
Hawaii,42770,535,2021
Idaho,203491,2215,2021
Illinois,1437654,25974,2021
Indiana,782677,14045,2021
Iowa,382401,6193,2021
Kansas,338666,5322,2021
Kentucky,493755,7426,2021
Louisiana,567787,11162,2021
Maine,70996,900,2021
Maryland,471554,9842,2021
Massachusetts,725189,18093,2021
Michigan,1012734,21203,2021
Minnesota,616877,7781,2021
Mississippi,356055,7613,2021
Missouri,710194,10459,2021
Montana,117725,1720,2021
Nebraska,230236,2551,2021
Nevada,362275,5979,2021
New Hampshire,101505,1389,2021
New Jersey,1045168,26629,2021
New Mexico,213247,4421,2021
New York,2162581,53315,2021
North Carolina,1067787,13740,2021
North Dakota,112081,1572,2021
Northern Mariana Islands,198,2,2021
Ohio,1136934,20530,2021
Oklahoma,491680,7531,2021
Oregon,225919,2912,2021
Pennsylvania,1236887,27890,2021
Puerto Rico,182972,2594,2021
Rhode Island,155527,2743,2021
South Carolina,631037,9939,2021
South Dakota,125592,2050,2021
Tennessee,895577,12703,2021
Texas,3193258,53656,2021
Utah,437658,2486,2021
Vermont,25219,260,2021
Virgin Islands,4854,40,2021
Virginia,702819,11546,2021
Washington,487754,6200,2021
West Virginia,168733,2961,2021
Wisconsin,694145,8305,2021
Wyoming,66200,786,2021
Alabama,603318,11600,2021
Alaska,76939,381,2021
Arizona,940762,18342,2021
Arkansas,400275,6269,2021
California,4111393,64719,2021
Colorado,584263,7132,2021
Connecticut,358076,8296,2021
Delaware,112298,1833,2021
District of Columbia,51103,1149,2021
Florida,2725450,39695,2021
Georgia,1184614,21095,2021
Guam,9642,144,2021
Hawaii,43377,537,2021
Idaho,204170,2218,2021
Illinois,1440630,25992,2021
Indiana,784685,14054,2021
Iowa,382401,6193,2021
Kansas,340741,5335,2021
Kentucky,496215,7432,2021
Louisiana,573903,11210,2021
Maine,71141,900,2021
Maryland,472444,9846,2021
Massachusetts,726395,18095,2021
Michigan,1016996,21210,2021
Minnesota,617881,7787,2021
Mississippi,358149,7621,2021
Missouri,713623,10481,2021
Montana,117995,1722,2021
Nebraska,230630,2553,2021
Nevada,363574,6005,2021
New Hampshire,101662,1389,2021
New Jersey,1046514,26636,2021
New Mexico,213793,4427,2021
New York,2166341,53318,2021
North Carolina,1072342,13752,2021
North Dakota,112200,1573,2021
Northern Mariana Islands,206,2,2021
Ohio,1138600,20556,2021
Oklahoma,493983,7531,2021
Oregon,226899,2915,2021
Pennsylvania,1238552,27898,2021
Puerto Rico,183982,2598,2021
Rhode Island,155825,2743,2021
South Carolina,634310,9950,2021
South Dakota,125592,2050,2021
Tennessee,899452,12731,2021
Texas,3217817,53730,2021
Utah,438551,2494,2021
Vermont,25320,260,2021
Virgin Islands,4907,40,2021
Virginia,704664,11558,2021
Washington,489960,6209,2021
West Virginia,169162,2965,2021
Wisconsin,695436,8300,2021
Wyoming,66453,786,2021
Alabama,607209,11624,2021
Alaska,76939,381,2021
Arizona,943415,18376,2021
Arkansas,402908,6290,2021
California,4115522,64732,2021
Colorado,585199,7139,2021
Connecticut,358076,8296,2021
Delaware,112558,1835,2021
District of Columbia,51103,1149,2021
Florida,2725450,39695,2021
Georgia,1184614,21095,2021
Guam,9642,144,2021
Hawaii,43977,539,2021
Idaho,204170,2218,2021
Illinois,1440658,25992,2021
Indiana,784685,14054,2021
Iowa,383997,6193,2021
Kansas,340741,5335,2021
Kentucky,496329,7432,2021
Louisiana,573903,11210,2021
Maine,71306,901,2021
Maryland,473336,9849,2021
Massachusetts,726395,18095,2021
Michigan,1016996,21210,2021
Minnesota,617881,7787,2021
Mississippi,358149,7621,2021
Missouri,715882,10490,2021
Montana,117995,1722,2021
Nebraska,230630,2553,2021
Nevada,363574,6005,2021
New Hampshire,101662,1389,2021
New Jersey,1048053,26645,2021
New Mexico,213793,4427,2021
New York,2170878,53331,2021
North Carolina,1072440,13752,2021
North Dakota,112316,1573,2021
Northern Mariana Islands,206,2,2021
Ohio,1140917,20556,2021
Oklahoma,493983,7531,2021
Oregon,226899,2915,2021
Pennsylvania,1240072,27902,2021
Puerto Rico,184455,2604,2021
Rhode Island,155825,2743,2021
South Carolina,634310,9950,2021
South Dakota,125592,2050,2021
Tennessee,899546,12731,2021
Texas,3229082,53788,2021
Utah,438551,2494,2021
Vermont,25320,260,2021
Virgin Islands,4907,40,2021
Virginia,704664,11558,2021
Washington,489960,6209,2021
West Virginia,169162,2965,2021
Wisconsin,695436,8300,2021
Wyoming,66453,786,2021
Alabama,607209,11624,2021
Alaska,76939,381,2021
Arizona,946054,18388,2021
Arkansas,404277,6301,2021
California,4134375,64777,2021
Colorado,585462,7140,2021
Connecticut,358076,8296,2021
Delaware,112772,1835,2021
District of Columbia,51103,1149,2021
Florida,2725450,39695,2021
Georgia,1184614,21095,2021
Guam,9642,144,2021
Hawaii,44609,539,2021
Idaho,204170,2218,2021
Illinois,1440658,25992,2021
Indiana,784685,14054,2021
Iowa,383997,6193,2021
Kansas,340741,5335,2021
Kentucky,496451,7432,2021
Louisiana,573903,11210,2021
Maine,71306,901,2021
Maryland,474189,9857,2021
Massachusetts,726395,18095,2021
Michigan,1017048,21210,2021
Minnesota,617881,7787,2021
Mississippi,358149,7621,2021
Missouri,717419,10491,2021
Montana,117995,1722,2021
Nebraska,230630,2553,2021
Nevada,363574,6005,2021
New Hampshire,101662,1389,2021
New Jersey,1049222,26650,2021
New Mexico,213793,4427,2021
New York,2174515,53346,2021
North Carolina,1072440,13752,2021
North Dakota,112367,1573,2021
Northern Mariana Islands,206,2,2021
Ohio,1142330,20556,2021
Oklahoma,493983,7531,2021
Oregon,226899,2915,2021
Pennsylvania,1240072,27902,2021
Puerto Rico,185347,2609,2021
Rhode Island,155825,2743,2021
South Carolina,634310,9950,2021
South Dakota,125592,2050,2021
Tennessee,899546,12731,2021
Texas,3231454,53816,2021
Utah,438551,2494,2021
Vermont,25320,260,2021
Virgin Islands,4907,40,2021
Virginia,704664,11558,2021
Washington,489960,6209,2021
West Virginia,169162,2965,2021
Wisconsin,695436,8300,2021
Wyoming,66453,786,2021
Alabama,612086,11625,2021
Alaska,77786,382,2021
Arizona,948245,18388,2021
Arkansas,405272,6322,2021
California,4147364,64787,2021
Colorado,587664,7155,2021
Connecticut,359363,8296,2021
Delaware,112967,1835,2021
District of Columbia,51589,1149,2021
Florida,2725450,39934,2021
Georgia,1197351,21123,2021
Guam,9694,144,2021
Hawaii,45041,540,2021
Idaho,205112,2226,2021
Illinois,1448516,26023,2021
Indiana,789626,14064,2021
Iowa,383997,6193,2021
Kansas,343462,5355,2021
Kentucky,501509,7449,2021
Louisiana,590446,11260,2021
Maine,71305,901,2021
Maryland,474775,9861,2021
Massachusetts,729047,18098,2021
Michigan,1020140,21220,2021
Minnesota,618999,7791,2021
Mississippi,365061,7649,2021
Missouri,719236,10496,2021
Montana,118382,1723,2021
Nebraska,231372,2557,2021
Nevada,366584,6040,2021
New Hampshire,102117,1389,2021
New Jersey,1050083,26650,2021
New Mexico,215098,4427,2021
New York,2176196,53352,2021
North Carolina,1087149,13775,2021
North Dakota,112393,1573,2021
Northern Mariana Islands,210,2,2021
Ohio,1143599,20556,2021
Oklahoma,500311,7531,2021
Oregon,230103,2929,2021
Pennsylvania,1242724,27903,2021
Puerto Rico,186147,2611,2021
Rhode Island,155825,2743,2021
South Carolina,643621,9981,2021
South Dakota,125592,2050,2021
Tennessee,908739,12747,2021
Texas,3243166,53853,2021
Utah,440570,2503,2021
Vermont,25571,262,2021
Virgin Islands,4960,40,2021
